calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,189.5,189.5,189.5,178.61,178.61,178.61,12.15,9.4,14.1,81.52,73.0,89.0,5.7,17.3
2,2,Feb,193.6,193.6,193.6,188.9,188.9,188.9,13.43,11.81,15.3,81.39,70.1,96.0,8.3,21.7
3,3,Mar,60.5,60.5,60.5,291.75,291.75,291.75,14.4,11.8,16.3,71.87,51.0,86.0,8.1,25.9
4,4,Apr,41.9,41.9,41.9,353.28,353.28,353.28,17.12,13.59,19.8,66.57,54.0,78.2,9.3,28.6
5,5,May,48.1,48.1,48.1,404.8,404.8,404.8,18.87,15.5,24.7,64.32,46.0,81.0,11.6,34.3
6,6,Jun,11.9,11.9,11.9,416.71,416.71,416.71,22.43,19.77,25.09,62.73,50.5,73.4,14.3,35.5
7,7,Jul,1.8,1.8,1.8,428.55,428.55,428.55,24.45,21.8,31.0,60.26,32.0,71.0,17.4,40.4
8,8,Aug,39.6,39.6,39.6,384.84,384.84,384.84,23.31,20.6,26.1,69.19,59.0,80.0,15.6,34.7
9,9,Sep,0.2,0.2,0.2,213.44,213.44,213.44,24.69,21.78,28.1,54.61,42.4,68.3,16.9,39.6
