calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-1.85,-11.11,7.2,290
2,Feb,-1.91,-10.39,3.4,302
3,Mar,8.33,0.7,18.99,372
4,Apr,14.4,6.9,25.31,394
5,May,19.06,11.7,28.08,457
6,Jun,25.35,20.09,31.5,450
7,Jul,26.53,20.9,33.42,465
8,Aug,25.94,21.4,30.1,421
9,Sep,23.88,19.7,29.0,221
