calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,14.41,8.8,18.4,310
2,Feb,16.86,11.03,20.8,324
3,Mar,18.75,13.81,22.2,372
4,Apr,21.53,15.7,26.6,381
5,May,21.72,17.7,25.61,420
6,Jun,24.4,21.09,27.2,420
7,Jul,24.48,22.0,27.3,434
8,Aug,24.36,21.7,27.1,414
9,Sep,23.38,21.0,25.9,283
