date,precipitation_sum,accumulated_precipitation
2026-01-01,1.9,1.9
2026-01-02,4.9,6.8
2026-01-03,0.8,7.6
2026-01-04,0.3,7.9
2026-01-05,0.0,7.9
2026-01-06,0.0,7.9
2026-01-07,0.0,7.9
2026-01-08,0.9,8.8
2026-01-09,0.0,8.8
2026-01-10,1.1,9.9
2026-01-11,2.6,12.5
2026-01-12,1.0,13.5
2026-01-13,0.3,13.8
2026-01-14,7.4,21.2
2026-01-15,0.2,21.4
2026-01-16,0.0,21.4
2026-01-17,0.0,21.4
2026-01-18,0.0,21.4
2026-01-19,0.0,21.4
2026-01-20,0.0,21.4
2026-01-21,0.0,21.4
2026-01-22,0.0,21.4
2026-01-23,0.3,21.7
2026-01-24,0.1,21.8
2026-01-25,0.3,22.1
2026-01-26,3.0,25.1
2026-01-27,0.1,25.2
2026-01-28,3.0,28.2
2026-01-29,0.0,28.2
2026-01-30,0.2,28.4
2026-01-31,0.0,28.4
2026-02-01,0.0,28.4
2026-02-02,0.0,28.4
2026-02-03,0.0,28.4
2026-02-04,0.4,28.8
2026-02-05,0.1,28.9
2026-02-06,2.1,31.0
2026-02-07,4.0,35.0
2026-02-08,1.5,36.5
2026-02-09,0.0,36.5
2026-02-10,0.8,37.3
2026-02-11,0.0,37.3
2026-02-12,1.6,38.9
2026-02-13,2.1,41.0
2026-02-14,1.4,42.4
2026-02-15,0.0,42.4
2026-02-16,0.0,42.4
2026-02-17,3.6,46.0
2026-02-18,0.6,46.6
2026-02-19,0.1,46.7
2026-02-20,0.0,46.7
2026-02-21,0.7,47.4
2026-02-22,5.4,52.8
2026-02-23,6.8,59.6
2026-02-24,2.0,61.6
2026-02-25,0.3,61.9
2026-02-26,0.0,61.9
2026-02-27,0.0,61.9
2026-02-28,0.0,61.9
2026-03-01,0.2,62.1
2026-03-02,0.1,62.2
2026-03-03,0.0,62.2
2026-03-04,0.0,62.2
2026-03-05,0.0,62.2
2026-03-06,0.0,62.2
2026-03-07,0.0,62.2
2026-03-08,0.0,62.2
2026-03-09,0.0,62.2
2026-03-10,0.0,62.2
2026-03-11,0.2,62.4
2026-03-12,0.1,62.5
2026-03-13,0.3,62.8
2026-03-14,0.0,62.8
2026-03-15,1.7,64.5
2026-03-16,0.2,64.7
2026-03-17,0.0,64.7
2026-03-18,0.0,64.7
2026-03-19,0.0,64.7
2026-03-20,1.3,66.0
2026-03-21,0.0,66.0
2026-03-22,0.0,66.0
2026-03-23,0.0,66.0
2026-03-24,0.0,66.0
2026-03-25,0.7,66.7
2026-03-26,2.7,69.4
2026-03-27,0.0,69.4
2026-03-28,0.2,69.6
2026-03-29,0.0,69.6
2026-03-30,0.1,69.7
2026-03-31,0.0,69.7
2026-04-01,0.0,69.7
2026-04-02,0.0,69.7
2026-04-03,0.0,69.7
2026-04-04,0.7,70.4
2026-04-05,0.7,71.1
2026-04-06,5.6,76.7
2026-04-07,0.7,77.4
2026-04-08,0.5,77.9
2026-04-09,0.5,78.4
2026-04-10,0.0,78.4
2026-04-11,0.0,78.4
2026-04-12,0.0,78.4
2026-04-13,0.0,78.4
2026-04-14,0.5,78.9
2026-04-15,0.3,79.2
2026-04-16,0.2,79.4
2026-04-17,0.6,80.0
2026-04-18,0.0,80.0
2026-04-19,0.0,80.0
2026-04-20,0.0,80.0
2026-04-21,0.0,80.0
2026-04-22,0.0,80.0
2026-04-23,0.0,80.0
2026-04-24,0.0,80.0
2026-04-25,0.0,80.0
2026-04-26,2.4,82.4
2026-04-27,0.0,82.4
2026-04-28,0.0,82.4
2026-04-29,0.2,82.6
2026-04-30,0.0,82.6
2026-05-01,0.0,82.6
2026-05-02,0.0,82.6
2026-05-03,0.0,82.6
2026-05-04,0.0,82.6
2026-05-05,0.0,82.6
2026-05-06,0.5,83.1
2026-05-07,5.7,88.8
2026-05-08,0.2,89.0
2026-05-09,0.2,89.2
2026-05-10,0.0,89.2
2026-05-11,1.9,91.1
2026-05-12,8.8,99.9
2026-05-13,0.6,100.5
2026-05-14,1.0,101.5
2026-05-15,2.2,103.7
2026-05-16,4.5,108.2
2026-05-17,1.0,109.2
2026-05-18,0.9,110.1
2026-05-19,0.3,110.4
2026-05-20,0.0,110.4
2026-05-21,1.5,111.9
2026-05-22,0.0,111.9
2026-05-23,0.1,112.0
2026-05-24,1.7,113.7
2026-05-25,0.0,113.7
2026-05-26,0.1,113.8
2026-05-27,2.6,116.4
2026-05-28,0.3,116.7
2026-05-29,0.0,116.7
2026-05-30,1.6,118.3
2026-05-31,1.3,119.6
2026-06-01,7.6,127.2
2026-06-02,0.6,127.8
2026-06-03,0.0,127.8
2026-06-04,7.0,134.8
2026-06-05,2.6,137.4
2026-06-06,0.0,137.4
2026-06-07,0.5,137.9
2026-06-08,2.1,140.0
2026-06-09,3.8,143.8
2026-06-10,0.8,144.6
2026-06-11,22.5,167.1
2026-06-12,1.1,168.2
2026-06-13,8.5,176.7
2026-06-14,6.4,183.1
2026-06-15,3.1,186.2
2026-06-16,1.6,187.8
2026-06-17,0.0,187.8
2026-06-18,0.2,188.0
2026-06-19,0.0,188.0
2026-06-20,0.0,188.0
2026-06-21,1.1,189.1
2026-06-22,0.3,189.4
2026-06-23,0.0,189.4
2026-06-24,0.0,189.4
2026-06-25,0.4,189.8
2026-06-26,0.0,189.8
2026-06-27,0.0,189.8
2026-06-28,0.0,189.8
2026-06-29,0.0,189.8
2026-06-30,0.0,189.8
2026-07-01,3.8,193.6
2026-07-02,1.6,195.2
2026-07-03,1.1,196.3
2026-07-04,1.2,197.5
2026-07-05,5.8,203.3
2026-07-06,0.3,203.6
2026-07-07,10.5,214.1
2026-07-08,6.0,220.1
2026-07-09,3.0,223.1
2026-07-10,10.9,234.0
2026-07-11,6.1,240.1
2026-07-12,5.0,245.1
2026-07-13,6.9,252.0
2026-07-14,0.1,252.1
2026-07-15,0.0,252.1
2026-07-16,0.0,252.1
2026-07-17,0.0,252.1
2026-07-18,5.8,257.9
2026-07-19,8.6,266.5
2026-07-20,2.8,269.3
2026-07-21,9.6,278.9
2026-07-22,0.0,278.9
2026-07-23,5.1,284.0
2026-07-24,8.2,292.2
2026-07-25,0.6,292.8
2026-07-26,0.0,292.8
2026-07-27,9.5,302.3
2026-07-28,0.4,302.7
2026-07-29,0.0,302.7
2026-07-30,0.0,302.7
2026-07-31,0.4,303.1
2026-08-01,5.8,308.9
2026-08-02,1.1,310.0
2026-08-03,1.5,311.5
2026-08-04,0.2,311.7
2026-08-05,0.3,312.0
2026-08-06,2.6,314.6
2026-08-07,0.3,314.9
2026-08-08,0.0,314.9
2026-08-09,0.0,314.9
2026-08-10,0.6,315.5
2026-08-11,6.1,321.6
2026-08-12,0.0,321.6
2026-08-13,0.0,321.6
2026-08-14,0.0,321.6
2026-08-15,0.0,321.6
2026-08-16,0.2,321.8
2026-08-17,22.1,343.9
2026-08-18,22.0,365.9
2026-08-19,2.1,368.0
2026-08-20,7.1,375.1
2026-08-21,1.9,377.0
2026-08-22,9.1,386.1
2026-08-23,0.4,386.5
2026-08-24,1.8,388.3
2026-08-25,0.0,388.3
2026-08-26,0.0,388.3
2026-08-27,0.0,388.3
2026-08-28,0.0,388.3
2026-08-29,5.2,393.5
2026-08-30,0.0,393.5
2026-08-31,2.4,395.9
2026-09-01,3.2,399.1
2026-09-02,0.4,399.5
2026-09-03,6.9,406.4
