calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,23.73,17.2,28.09,372
2,Feb,23.26,17.1,28.2,336
3,Mar,21.21,16.6,24.5,372
4,Apr,21.1,16.5,24.51,360
5,May,21.18,16.81,24.1,372
6,Jun,20.45,15.59,24.21,360
7,Jul,20.36,14.8,24.7,372
8,Aug,20.77,14.71,25.9,372
9,Sep,20.99,15.7,25.73,300
