calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-5.79,-12.4,0.29,212
2,Feb,-5.65,-11.15,1.25,256
3,Mar,4.25,0.9,8.27,364
4,Apr,8.42,3.09,14.0,440
5,May,12.2,6.3,17.7,531
6,Jun,16.85,12.5,22.18,563
7,Jul,19.15,13.7,25.68,553
8,Aug,17.23,13.36,21.1,479
9,Sep,14.07,10.9,17.11,340
