calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,11.85,6.3,16.4,310
2,Feb,13.27,10.4,15.8,299
3,Mar,13.23,8.9,16.7,372
4,Apr,17.96,13.0,23.03,398
5,May,21.54,13.73,26.6,434
6,Jun,28.32,23.6,32.51,420
7,Jul,30.47,25.8,34.7,434
8,Aug,31.3,26.0,35.6,431
9,Sep,29.08,23.72,33.9,223
