calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,125.6,125.6,125.6,149.87,149.87,149.87,8.45,2.2,13.1,74.94,64.0,88.0,-1.4,17.2
2,2,Feb,110.0,110.0,110.0,147.28,147.28,147.28,8.75,5.14,12.5,79.71,71.4,88.6,2.0,19.8
3,3,Mar,132.6,132.6,132.6,186.6,186.6,186.6,8.53,7.1,9.9,81.29,71.0,91.0,2.7,17.1
4,4,Apr,49.4,49.4,49.4,321.88,321.88,321.88,12.03,9.29,13.54,70.17,57.0,81.3,4.8,21.8
5,5,May,57.2,57.2,57.2,360.7,360.7,360.7,17.56,12.0,21.9,64.23,53.0,81.0,7.7,28.4
6,6,Jun,8.5,8.5,8.5,414.84,414.84,414.84,23.75,22.38,26.2,62.03,52.9,68.1,15.6,32.0
7,7,Jul,23.3,23.3,23.3,423.16,423.16,423.16,25.17,23.2,27.0,56.94,48.0,64.0,18.9,34.3
8,8,Aug,12.7,12.7,12.7,407.63,407.63,407.63,25.5,24.1,26.8,65.9,57.0,73.0,19.4,33.4
9,9,Sep,46.9,46.9,46.9,261.63,261.63,261.63,21.8,18.16,24.66,66.84,61.0,73.8,13.8,30.2
