calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,16.43,12.64,20.4,325
2,Feb,18.68,14.87,22.9,308
3,Mar,17.45,12.6,20.97,364
4,Apr,20.87,15.9,25.87,394
5,May,22.83,18.73,26.1,434
6,Jun,26.34,22.7,28.8,420
7,Jul,28.68,25.23,30.9,434
8,Aug,29.81,26.79,31.7,410
9,Sep,29.29,25.5,31.4,221
