calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,30.1,30.1,30.1,319.19,319.19,319.19,27.82,27.3,28.5,79.9,77.0,83.0,24.0,35.2
2,2,Feb,50.0,50.0,50.0,274.99,274.99,274.99,27.86,26.74,28.7,79.86,76.7,82.3,23.2,33.6
3,3,Mar,65.7,65.7,65.7,308.94,308.94,308.94,28.29,27.2,29.0,78.16,74.0,83.0,23.0,34.7
4,4,Apr,91.3,91.3,91.3,294.04,294.04,294.04,28.21,26.79,29.3,78.6,74.0,83.1,23.4,34.2
5,5,May,153.7,153.7,153.7,299.41,299.41,299.41,27.81,26.6,29.2,80.23,75.0,86.0,23.7,32.9
6,6,Jun,238.0,238.0,238.0,262.82,262.82,262.82,26.36,25.2,27.4,84.67,80.8,88.1,23.2,34.0
7,7,Jul,89.1,89.1,89.1,299.66,299.66,299.66,25.61,24.9,26.4,83.19,80.0,87.0,22.0,29.7
8,8,Aug,67.1,67.1,67.1,317.2,317.2,317.2,25.7,24.9,26.5,80.65,78.0,85.0,22.5,31.0
9,9,Sep,47.6,47.6,47.6,222.16,222.16,222.16,26.33,25.9,26.7,80.52,77.0,84.0,23.5,31.8
