calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,6.8,6.8,6.8,313.27,313.27,313.27,13.3,11.2,15.5,61.87,51.0,72.0,3.2,25.3
2,2,Feb,1.1,1.1,1.1,309.12,309.12,309.12,15.44,11.23,19.19,51.86,35.8,65.3,2.1,30.7
3,3,Mar,19.6,19.6,19.6,358.12,358.12,358.12,16.13,14.4,18.3,58.29,51.0,69.0,5.4,27.1
4,4,Apr,37.0,37.0,37.0,351.7,351.7,351.7,19.97,17.75,23.61,55.1,36.8,67.2,8.0,33.6
5,5,May,66.2,66.2,66.2,385.19,385.19,385.19,21.05,19.2,23.5,57.16,43.0,68.0,12.4,33.0
6,6,Jun,183.8,183.8,183.8,323.1,323.1,323.1,18.86,17.69,20.35,75.83,66.7,86.1,13.0,29.0
7,7,Jul,96.9,96.9,96.9,365.97,365.97,365.97,18.78,17.4,19.8,71.81,62.0,83.0,12.4,28.2
8,8,Aug,97.5,97.5,97.5,351.22,351.22,351.22,19.13,18.4,20.0,68.74,60.0,77.0,12.8,28.8
9,9,Sep,96.3,96.3,96.3,220.82,220.82,220.82,18.75,17.8,19.5,73.67,68.0,83.0,13.0,28.1
