calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,5.71,2.2,8.92,269
2,Feb,6.24,1.54,9.78,283
3,Mar,6.81,2.5,10.4,374
4,Apr,11.16,6.7,15.1,414
5,May,15.5,11.5,19.8,474
6,Jun,17.89,13.1,24.31,480
7,Jul,19.16,15.09,23.91,490
8,Aug,19.55,15.9,23.38,443
9,Sep,16.78,13.81,19.09,182
