calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,20.12,15.22,23.5,333
2,Feb,24.36,19.4,28.5,311
3,Mar,24.17,20.3,27.98,372
4,Apr,28.16,23.59,32.72,370
5,May,35.37,29.3,40.5,434
6,Jun,38.65,32.7,43.6,420
7,Jul,39.15,33.5,44.3,433
8,Aug,39.59,34.8,43.6,396
9,Sep,38.18,33.3,42.78,312
