date,daytime_temperature,daylight_hours_sampled
2026-01-01,0.94,9
2026-01-02,5.01,9
2026-01-03,12.63,9
2026-01-04,15.49,9
2026-01-05,14.87,9
2026-01-06,14.19,9
2026-01-07,15.57,9
2026-01-08,13.73,9
2026-01-09,4.09,9
2026-01-10,13.41,9
2026-01-11,6.89,9
2026-01-12,2.68,9
2026-01-13,2.4,9
2026-01-14,7.49,9
2026-01-15,9.92,10
2026-01-16,8.11,10
2026-01-17,4.45,10
2026-01-18,2.59,10
2026-01-19,1.9,10
2026-01-20,5.41,10
2026-01-21,5.81,10
2026-01-22,8.86,10
2026-01-23,10.14,10
2026-01-24,9.64,10
2026-01-25,12.47,10
2026-01-26,13.85,10
2026-01-27,13.21,10
2026-01-28,11.33,10
2026-01-29,14.05,10
2026-01-30,10.82,10
2026-01-31,8.3,10
2026-02-01,7.08,10
2026-02-02,6.21,10
2026-02-03,5.11,10
2026-02-04,9.26,10
2026-02-05,11.18,10
2026-02-06,13.0,10
2026-02-07,12.36,10
2026-02-08,10.63,10
2026-02-09,9.44,10
2026-02-10,7.24,10
2026-02-11,8.27,10
2026-02-12,12.0,10
2026-02-13,13.31,10
2026-02-14,11.26,10
2026-02-15,16.03,11
2026-02-16,15.0,11
2026-02-17,13.44,11
2026-02-18,4.09,11
2026-02-19,8.35,11
2026-02-20,12.79,11
2026-02-21,11.69,11
2026-02-22,5.15,11
2026-02-23,6.51,11
2026-02-24,10.4,11
2026-02-25,8.19,11
2026-02-26,5.59,11
2026-02-27,5.04,11
2026-02-28,6.25,11
2026-03-01,7.46,11
2026-03-02,8.73,11
2026-03-03,7.94,11
2026-03-04,8.95,11
2026-03-05,8.96,11
2026-03-06,10.7,12
2026-03-07,8.49,12
2026-03-08,7.59,12
2026-03-09,8.31,12
2026-03-10,10.98,12
2026-03-11,11.0,12
2026-03-12,8.77,12
2026-03-13,8.6,12
2026-03-14,8.89,12
2026-03-15,9.17,12
2026-03-16,9.77,12
2026-03-17,9.06,12
2026-03-18,8.96,12
2026-03-19,8.18,12
2026-03-20,6.48,12
2026-03-21,8.62,12
2026-03-22,9.09,12
2026-03-23,8.79,12
2026-03-24,10.25,12
2026-03-25,10.7,12
2026-03-26,10.81,13
2026-03-27,14.02,13
2026-03-28,10.76,13
2026-03-29,9.69,13
2026-03-30,10.37,13
2026-03-31,13.64,13
2026-04-01,14.23,13
2026-04-02,15.21,13
2026-04-03,13.64,13
2026-04-04,12.52,13
2026-04-05,14.11,13
2026-04-06,14.7,13
2026-04-07,14.61,13
2026-04-08,12.79,13
2026-04-09,10.1,13
2026-04-10,8.68,13
2026-04-11,9.75,13
2026-04-12,10.75,13
2026-04-13,11.6,13
2026-04-14,13.38,13
2026-04-15,14.04,13
2026-04-16,12.8,13
2026-04-17,12.26,13
2026-04-18,13.51,13
2026-04-19,14.62,13
2026-04-20,14.18,13
2026-04-21,16.52,13
2026-04-22,9.72,13
2026-04-23,12.18,13
2026-04-24,13.98,13
2026-04-25,17.4,13
2026-04-26,17.62,13
2026-04-27,13.72,13
2026-04-28,14.02,13
2026-04-29,15.27,13
2026-04-30,13.79,13
2026-05-01,9.64,14
2026-05-02,10.61,14
2026-05-03,10.36,14
2026-05-04,12.59,15
2026-05-05,13.89,15
2026-05-06,15.48,15
2026-05-07,18.15,15
2026-05-08,20.93,15
2026-05-09,20.55,15
2026-05-10,20.21,15
2026-05-11,22.05,15
2026-05-12,22.95,15
2026-05-13,20.93,15
2026-05-14,15.65,15
2026-05-15,16.52,15
2026-05-16,21.05,15
2026-05-17,18.33,15
2026-05-18,17.99,15
2026-05-19,21.21,15
2026-05-20,18.47,15
2026-05-21,19.09,15
2026-05-22,18.55,15
2026-05-23,18.85,15
2026-05-24,19.51,15
2026-05-25,21.69,15
2026-05-26,22.01,15
2026-05-27,24.53,15
2026-05-28,23.29,15
2026-05-29,19.1,15
2026-05-30,20.11,15
2026-05-31,22.96,15
2026-06-01,24.07,15
2026-06-02,26.77,15
2026-06-03,26.47,15
2026-06-04,27.23,15
2026-06-05,25.62,15
2026-06-06,24.17,15
2026-06-07,25.43,15
2026-06-08,24.57,15
2026-06-09,23.81,15
2026-06-10,24.31,15
2026-06-11,24.69,15
2026-06-12,24.03,15
2026-06-13,18.97,15
2026-06-14,21.44,15
2026-06-15,24.47,15
2026-06-16,24.63,15
2026-06-17,24.46,15
2026-06-18,23.91,15
2026-06-19,23.13,15
2026-06-20,23.96,15
2026-06-21,25.63,15
2026-06-22,25.74,15
2026-06-23,25.25,15
2026-06-24,25.97,15
2026-06-25,27.15,15
2026-06-26,27.71,15
2026-06-27,27.47,15
2026-06-28,25.67,15
2026-06-29,28.68,15
2026-06-30,27.83,15
2026-07-01,28.23,15
2026-07-02,28.59,15
2026-07-03,28.55,15
2026-07-04,24.65,15
2026-07-05,25.55,15
2026-07-06,25.58,15
2026-07-07,26.15,15
2026-07-08,27.42,15
2026-07-09,22.63,15
2026-07-10,24.68,15
2026-07-11,27.33,15
2026-07-12,26.57,15
2026-07-13,26.51,15
2026-07-14,24.44,15
2026-07-15,26.65,15
2026-07-16,27.88,15
2026-07-17,28.38,15
2026-07-18,27.83,15
2026-07-19,27.83,15
2026-07-20,28.14,15
2026-07-21,28.39,15
2026-07-22,28.72,15
2026-07-23,24.03,15
2026-07-24,24.07,15
2026-07-25,21.78,15
2026-07-26,23.55,15
2026-07-27,26.09,15
2026-07-28,28.39,15
2026-07-29,26.61,15
2026-07-30,25.07,15
2026-07-31,25.31,15
2026-08-01,26.15,14
2026-08-02,27.38,14
2026-08-03,28.4,14
2026-08-04,29.54,14
2026-08-05,28.64,14
2026-08-06,28.41,14
2026-08-07,28.84,14
2026-08-08,28.39,14
2026-08-09,26.54,14
2026-08-10,27.32,14
2026-08-11,26.87,14
2026-08-12,28.34,14
2026-08-13,26.83,14
2026-08-14,25.73,14
2026-08-15,25.28,14
2026-08-16,25.48,14
2026-08-17,25.89,14
2026-08-18,26.39,13
2026-08-19,27.98,13
2026-08-20,27.93,13
2026-08-21,27.02,13
2026-08-22,27.79,13
2026-08-23,27.27,13
2026-08-24,27.93,13
2026-08-25,27.98,13
2026-08-26,27.08,13
2026-08-27,27.59,13
2026-08-28,23.91,13
2026-08-29,23.82,13
2026-08-30,25.8,13
2026-08-31,26.33,13
2026-09-01,26.78,13
2026-09-02,26.26,13
2026-09-03,25.82,13
2026-09-04,26.01,13
2026-09-05,26.85,13
2026-09-06,26.21,13
2026-09-07,25.36,13
2026-09-08,23.74,13
2026-09-09,24.51,13
2026-09-10,25.15,13
2026-09-11,25.04,13
2026-09-12,25.38,13
2026-09-13,22.89,13
2026-09-14,21.82,13
2026-09-15,20.96,13
2026-09-16,19.35,13
2026-09-17,21.55,13
