calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,81.8,81.8,81.8,166.6,166.6,166.6,3.77,-2.1,9.7,83.42,74.0,96.0,-7.0,13.3
2,2,Feb,94.0,94.0,94.0,169.33,169.33,169.33,7.96,5.44,10.4,83.36,76.7,89.6,0.1,17.7
3,3,Mar,36.9,36.9,36.9,299.47,299.47,299.47,8.49,5.4,11.0,74.1,64.0,81.0,-0.5,18.0
4,4,Apr,42.2,42.2,42.2,336.67,336.67,336.67,14.5,8.83,18.01,61.17,47.9,74.5,3.6,26.6
5,5,May,123.8,123.8,123.8,378.54,378.54,378.54,17.77,11.4,25.9,64.1,44.0,82.0,5.6,34.0
6,6,Jun,37.4,37.4,37.4,424.45,424.45,424.45,24.45,17.31,31.05,48.37,32.0,69.1,11.1,38.4
7,7,Jul,29.9,29.9,29.9,433.54,433.54,433.54,26.53,23.3,29.8,42.29,29.0,58.0,17.1,37.5
8,8,Aug,77.7,77.7,77.7,393.84,393.84,393.84,25.87,22.0,29.2,52.61,42.0,65.0,14.7,38.0
9,9,Sep,11.6,11.6,11.6,224.61,224.61,224.61,21.47,17.84,24.94,55.05,50.0,59.2,12.0,35.5
