date,daytime_temperature,daylight_hours_sampled
2026-01-01,-10.16,9
2026-01-02,-6.27,9
2026-01-03,-4.26,9
2026-01-04,-2.64,9
2026-01-05,-1.0,9
2026-01-06,0.88,9
2026-01-07,1.78,9
2026-01-08,2.73,9
2026-01-09,9.43,9
2026-01-10,2.31,10
2026-01-11,-1.86,10
2026-01-12,-0.01,10
2026-01-13,2.02,10
2026-01-14,3.38,10
2026-01-15,-13.1,10
2026-01-16,-6.55,10
2026-01-17,0.8,10
2026-01-18,-9.38,10
2026-01-19,-7.7,10
2026-01-20,-12.93,10
2026-01-21,-4.08,10
2026-01-22,-5.14,10
2026-01-23,-13.28,10
2026-01-24,-17.81,10
2026-01-25,-8.16,10
2026-01-26,-12.45,10
2026-01-27,-11.85,10
2026-01-28,-11.09,10
2026-01-29,-15.27,10
2026-01-30,-16.33,10
2026-01-31,-14.49,10
2026-02-01,-12.82,10
2026-02-02,-10.77,10
2026-02-03,-4.53,10
2026-02-04,-9.68,10
2026-02-05,-8.27,10
2026-02-06,-4.73,10
2026-02-07,-16.88,10
2026-02-08,-19.09,10
2026-02-09,-13.59,10
2026-02-10,-1.22,10
2026-02-11,-0.91,10
2026-02-12,-5.3,10
2026-02-13,-7.23,10
2026-02-14,-0.3,10
2026-02-15,-1.37,10
2026-02-16,-0.94,10
2026-02-17,2.3,10
2026-02-18,-0.94,10
2026-02-19,-0.32,10
2026-02-20,2.11,10
2026-02-21,0.99,10
2026-02-22,-0.88,10
2026-02-23,-4.99,10
2026-02-24,-9.45,11
2026-02-25,0.19,11
2026-02-26,-5.49,12
2026-02-27,-0.13,12
2026-02-28,-0.74,12
2026-03-01,-10.05,12
2026-03-02,-10.74,12
2026-03-03,-2.12,12
2026-03-04,0.02,12
2026-03-05,1.64,12
2026-03-06,0.33,12
2026-03-07,11.32,12
2026-03-08,6.49,12
2026-03-09,10.67,12
2026-03-10,13.28,12
2026-03-11,3.96,12
2026-03-12,0.32,12
2026-03-13,0.73,12
2026-03-14,-1.91,12
2026-03-15,1.28,12
2026-03-16,7.05,12
2026-03-17,-6.43,12
2026-03-18,-2.17,12
2026-03-19,5.16,12
2026-03-20,3.38,12
2026-03-21,2.63,12
2026-03-22,4.54,12
2026-03-23,1.0,12
2026-03-24,1.16,12
2026-03-25,2.53,12
2026-03-26,7.68,12
2026-03-27,-2.57,12
2026-03-28,-0.32,12
2026-03-29,5.68,12
2026-03-30,12.9,12
2026-03-31,11.28,12
2026-04-01,3.38,13
2026-04-02,2.15,13
2026-04-03,16.72,13
2026-04-04,3.71,13
2026-04-05,5.58,13
2026-04-06,2.41,13
2026-04-07,-2.1,13
2026-04-08,1.1,13
2026-04-09,11.66,13
2026-04-10,6.06,13
2026-04-11,6.16,13
2026-04-12,4.69,13
2026-04-13,17.79,13
2026-04-14,16.27,14
2026-04-15,11.36,14
2026-04-16,16.35,14
2026-04-17,13.53,14
2026-04-18,14.27,14
2026-04-19,5.56,14
2026-04-20,2.2,14
2026-04-21,5.98,14
2026-04-22,12.09,14
2026-04-23,12.09,14
2026-04-24,6.19,14
2026-04-25,6.34,14
2026-04-26,9.65,14
2026-04-27,11.55,14
2026-04-28,12.08,14
2026-04-29,8.88,14
2026-04-30,8.58,14
2026-05-01,6.76,14
2026-05-02,5.79,14
2026-05-03,8.54,14
2026-05-04,15.21,14
2026-05-05,14.52,14
2026-05-06,7.16,14
2026-05-07,8.09,14
2026-05-08,8.76,14
2026-05-09,11.68,15
2026-05-10,10.34,15
2026-05-11,8.98,15
2026-05-12,8.7,15
2026-05-13,12.19,15
2026-05-14,9.53,15
2026-05-15,15.65,15
2026-05-16,15.71,15
2026-05-17,20.77,15
2026-05-18,24.18,15
2026-05-19,23.62,15
2026-05-20,15.41,15
2026-05-21,11.72,15
2026-05-22,12.54,15
2026-05-23,8.77,15
2026-05-24,11.73,15
2026-05-25,16.51,15
2026-05-26,21.27,15
2026-05-27,20.55,15
2026-05-28,17.93,15
2026-05-29,20.81,15
2026-05-30,16.02,15
2026-05-31,20.9,15
2026-06-01,17.23,15
2026-06-02,21.47,15
2026-06-03,23.11,15
2026-06-04,22.95,15
2026-06-05,23.77,15
2026-06-06,22.45,15
2026-06-07,19.96,15
2026-06-08,19.24,15
2026-06-09,20.88,15
2026-06-10,25.19,15
2026-06-11,26.47,15
2026-06-12,25.41,15
2026-06-13,24.52,16
2026-06-14,18.5,16
2026-06-15,16.03,16
2026-06-16,18.94,16
2026-06-17,17.71,16
2026-06-18,18.78,16
2026-06-19,19.36,16
2026-06-20,19.99,16
2026-06-21,19.17,16
2026-06-22,16.83,16
2026-06-23,20.56,16
2026-06-24,21.83,16
2026-06-25,17.81,16
2026-06-26,18.82,16
2026-06-27,21.14,16
2026-06-28,23.49,16
2026-06-29,24.39,16
2026-06-30,26.9,16
2026-07-01,31.18,16
2026-07-02,31.71,16
2026-07-03,28.11,16
2026-07-04,23.21,16
2026-07-05,22.76,16
2026-07-06,22.47,16
2026-07-07,22.37,16
2026-07-08,24.11,16
2026-07-09,24.66,16
2026-07-10,23.3,15
2026-07-11,23.66,15
2026-07-12,23.28,15
2026-07-13,25.75,15
2026-07-14,31.49,15
2026-07-15,27.79,15
2026-07-16,26.64,15
2026-07-17,23.02,15
2026-07-18,25.41,15
2026-07-19,21.17,15
2026-07-20,21.91,15
2026-07-21,22.09,15
2026-07-22,18.95,15
2026-07-23,20.75,15
2026-07-24,21.36,15
2026-07-25,22.73,15
2026-07-26,23.88,14
2026-07-27,24.2,14
2026-07-28,23.67,14
2026-07-29,24.04,14
2026-07-30,25.06,14
2026-07-31,24.93,14
2026-08-01,25.56,14
2026-08-02,22.09,14
2026-08-03,22.65,14
2026-08-04,21.65,14
2026-08-05,23.11,14
2026-08-06,24.59,14
2026-08-07,23.26,14
2026-08-08,24.5,14
2026-08-09,23.22,14
2026-08-10,25.1,14
2026-08-11,25.57,14
2026-08-12,22.25,14
2026-08-13,24.51,14
2026-08-14,23.71,14
