calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,5.08,-1.12,10.9,279
2,Feb,9.42,5.3,13.8,296
3,Mar,10.24,4.7,15.74,367
4,Apr,16.58,8.5,24.33,408
5,May,19.47,11.4,30.6,462
6,Jun,25.84,16.6,35.9,480
7,Jul,28.12,21.22,34.78,473
8,Aug,27.64,20.7,34.81,440
9,Sep,23.62,16.44,30.8,238
