calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-5.45,-15.74,5.64,283
2,Feb,1.36,-5.36,11.8,305
3,Mar,6.93,-1.81,18.21,370
4,Apr,12.8,4.88,21.6,399
5,May,16.61,9.5,25.0,455
6,Jun,21.86,17.0,27.9,450
7,Jul,25.42,20.94,30.8,465
8,Aug,23.74,20.6,27.1,425
9,Sep,23.79,19.61,29.1,242
