date,precipitation_sum,accumulated_precipitation
2026-01-01,0.3,0.3
2026-01-02,0.2,0.5
2026-01-03,3.1,3.6
2026-01-04,0.0,3.6
2026-01-05,0.0,3.6
2026-01-06,0.0,3.6
2026-01-07,0.0,3.6
2026-01-08,0.0,3.6
2026-01-09,4.4,8.0
2026-01-10,2.5,10.5
2026-01-11,0.0,10.5
2026-01-12,1.6,12.1
2026-01-13,4.0,16.1
2026-01-14,0.2,16.3
2026-01-15,0.8,17.1
2026-01-16,0.0,17.1
2026-01-17,0.0,17.1
2026-01-18,0.0,17.1
2026-01-19,0.0,17.1
2026-01-20,0.0,17.1
2026-01-21,0.0,17.1
2026-01-22,0.0,17.1
2026-01-23,0.0,17.1
2026-01-24,0.0,17.1
2026-01-25,1.6,18.7
2026-01-26,4.1,22.8
2026-01-27,0.0,22.8
2026-01-28,0.3,23.1
2026-01-29,5.9,29.0
2026-01-30,0.2,29.2
2026-01-31,0.0,29.2
2026-02-01,0.0,29.2
2026-02-02,0.0,29.2
2026-02-03,0.9,30.1
2026-02-04,0.6,30.7
2026-02-05,0.7,31.4
2026-02-06,0.0,31.4
2026-02-07,0.4,31.8
2026-02-08,1.3,33.1
2026-02-09,0.0,33.1
2026-02-10,0.0,33.1
2026-02-11,4.0,37.1
2026-02-12,1.0,38.1
2026-02-13,5.3,43.4
2026-02-14,0.8,44.2
2026-02-15,0.3,44.5
2026-02-16,1.7,46.2
2026-02-17,5.7,51.9
2026-02-18,6.0,57.9
2026-02-19,0.0,57.9
2026-02-20,0.0,57.9
2026-02-21,1.0,58.9
2026-02-22,4.8,63.7
2026-02-23,11.7,75.4
2026-02-24,0.3,75.7
2026-02-25,0.0,75.7
2026-02-26,0.0,75.7
2026-02-27,0.0,75.7
2026-02-28,0.0,75.7
2026-03-01,0.3,76.0
2026-03-02,0.0,76.0
2026-03-03,0.0,76.0
2026-03-04,0.0,76.0
2026-03-05,0.0,76.0
2026-03-06,0.0,76.0
2026-03-07,0.0,76.0
2026-03-08,0.0,76.0
2026-03-09,0.0,76.0
2026-03-10,2.1,78.1
2026-03-11,1.2,79.3
2026-03-12,3.3,82.6
2026-03-13,0.0,82.6
2026-03-14,0.1,82.7
2026-03-15,0.5,83.2
2026-03-16,1.8,85.0
2026-03-17,0.4,85.4
2026-03-18,0.0,85.4
2026-03-19,0.0,85.4
2026-03-20,0.3,85.7
2026-03-21,0.6,86.3
2026-03-22,0.0,86.3
2026-03-23,0.0,86.3
2026-03-24,0.0,86.3
2026-03-25,1.2,87.5
2026-03-26,1.6,89.1
2026-03-27,0.0,89.1
2026-03-28,0.0,89.1
2026-03-29,1.0,90.1
2026-03-30,0.9,91.0
2026-03-31,0.2,91.2
2026-04-01,0.1,91.3
2026-04-02,0.0,91.3
2026-04-03,0.1,91.4
2026-04-04,0.5,91.9
2026-04-05,0.0,91.9
2026-04-06,0.1,92.0
2026-04-07,0.0,92.0
2026-04-08,0.0,92.0
2026-04-09,0.0,92.0
2026-04-10,0.6,92.6
2026-04-11,0.0,92.6
2026-04-12,0.9,93.5
2026-04-13,4.6,98.1
2026-04-14,0.0,98.1
2026-04-15,0.0,98.1
2026-04-16,0.0,98.1
2026-04-17,0.0,98.1
2026-04-18,0.0,98.1
2026-04-19,7.6,105.7
2026-04-20,4.0,109.7
2026-04-21,0.9,110.6
2026-04-22,0.0,110.6
2026-04-23,0.0,110.6
2026-04-24,0.0,110.6
2026-04-25,0.0,110.6
2026-04-26,0.0,110.6
2026-04-27,0.0,110.6
2026-04-28,0.0,110.6
2026-04-29,0.0,110.6
2026-04-30,0.0,110.6
2026-05-01,0.0,110.6
2026-05-02,0.0,110.6
2026-05-03,0.0,110.6
2026-05-04,0.0,110.6
2026-05-05,1.1,111.7
2026-05-06,7.9,119.6
2026-05-07,13.6,133.2
2026-05-08,0.0,133.2
2026-05-09,0.0,133.2
2026-05-10,0.0,133.2
2026-05-11,3.7,136.9
2026-05-12,2.1,139.0
2026-05-13,0.7,139.7
2026-05-14,0.8,140.5
2026-05-15,1.5,142.0
2026-05-16,2.7,144.7
2026-05-17,0.0,144.7
2026-05-18,0.0,144.7
2026-05-19,0.8,145.5
2026-05-20,0.2,145.7
2026-05-21,0.1,145.8
2026-05-22,0.0,145.8
2026-05-23,0.0,145.8
2026-05-24,0.0,145.8
2026-05-25,0.0,145.8
2026-05-26,0.0,145.8
2026-05-27,0.0,145.8
2026-05-28,0.0,145.8
2026-05-29,0.0,145.8
2026-05-30,1.0,146.8
2026-05-31,16.0,162.8
2026-06-01,13.2,176.0
2026-06-02,0.1,176.1
2026-06-03,5.5,181.6
2026-06-04,0.9,182.5
2026-06-05,16.7,199.2
2026-06-06,0.1,199.3
2026-06-07,2.9,202.2
2026-06-08,0.0,202.2
2026-06-09,2.4,204.6
2026-06-10,7.2,211.8
2026-06-11,12.5,224.3
2026-06-12,5.6,229.9
2026-06-13,3.9,233.8
2026-06-14,1.0,234.8
2026-06-15,0.1,234.9
2026-06-16,0.0,234.9
2026-06-17,1.5,236.4
2026-06-18,0.5,236.9
2026-06-19,0.0,236.9
2026-06-20,4.5,241.4
2026-06-21,2.1,243.5
2026-06-22,1.7,245.2
2026-06-23,0.0,245.2
2026-06-24,0.0,245.2
2026-06-25,0.0,245.2
2026-06-26,0.0,245.2
2026-06-27,0.0,245.2
2026-06-28,0.0,245.2
2026-06-29,7.6,252.8
2026-06-30,10.8,263.6
2026-07-01,18.2,281.8
2026-07-02,0.0,281.8
2026-07-03,0.5,282.3
2026-07-04,0.0,282.3
2026-07-05,1.7,284.0
2026-07-06,4.3,288.3
2026-07-07,0.2,288.5
2026-07-08,1.5,290.0
2026-07-09,0.0,290.0
2026-07-10,0.0,290.0
2026-07-11,0.0,290.0
2026-07-12,0.0,290.0
2026-07-13,0.0,290.0
2026-07-14,7.6,297.6
2026-07-15,5.5,303.1
2026-07-16,4.4,307.5
2026-07-17,3.3,310.8
2026-07-18,4.2,315.0
2026-07-19,8.8,323.8
2026-07-20,0.1,323.9
2026-07-21,0.2,324.1
2026-07-22,0.4,324.5
2026-07-23,2.8,327.3
2026-07-24,0.0,327.3
2026-07-25,0.0,327.3
2026-07-26,0.0,327.3
2026-07-27,0.5,327.8
2026-07-28,0.0,327.8
2026-07-29,0.0,327.8
2026-07-30,0.0,327.8
2026-07-31,2.2,330.0
2026-08-01,2.1,332.1
2026-08-02,0.0,332.1
2026-08-03,0.1,332.2
2026-08-04,0.1,332.3
2026-08-05,0.6,332.9
2026-08-06,2.5,335.4
2026-08-07,0.0,335.4
2026-08-08,0.0,335.4
2026-08-09,0.0,335.4
2026-08-10,0.0,335.4
2026-08-11,0.0,335.4
2026-08-12,0.0,335.4
2026-08-13,0.0,335.4
2026-08-14,0.0,335.4
2026-08-15,0.0,335.4
2026-08-16,1.0,336.4
2026-08-17,8.9,345.3
2026-08-18,5.0,350.3
2026-08-19,1.0,351.3
2026-08-20,1.3,352.6
2026-08-21,39.0,391.6
2026-08-22,6.1,397.7
2026-08-23,0.2,397.9
2026-08-24,0.0,397.9
2026-08-25,0.3,398.2
2026-08-26,2.1,400.3
2026-08-27,0.0,400.3
2026-08-28,7.0,407.3
2026-08-29,5.2,412.5
2026-08-30,0.0,412.5
2026-08-31,7.2,419.7
2026-09-01,0.1,419.8
2026-09-02,0.0,419.8
2026-09-03,2.6,422.4
2026-09-04,0.0,422.4
2026-09-05,5.2,427.6
2026-09-06,0.0,427.6
2026-09-07,0.3,427.9
2026-09-08,0.0,427.9
2026-09-09,6.8,434.7
2026-09-10,0.0,434.7
2026-09-11,0.1,434.8
