date,daytime_temperature,daylight_hours_sampled
2026-01-01,18.91,15
2026-01-02,20.07,15
2026-01-03,22.1,15
2026-01-04,23.83,15
2026-01-05,22.24,15
2026-01-06,23.47,15
2026-01-07,26.55,15
2026-01-08,28.55,15
2026-01-09,27.67,15
2026-01-10,36.05,15
2026-01-11,20.61,15
2026-01-12,19.73,15
2026-01-13,23.2,15
2026-01-14,23.22,15
2026-01-15,23.63,15
2026-01-16,22.86,14
2026-01-17,20.65,14
2026-01-18,20.72,14
2026-01-19,21.21,14
2026-01-20,21.5,14
2026-01-21,21.19,14
2026-01-22,20.89,14
2026-01-23,20.56,14
2026-01-24,23.36,14
2026-01-25,29.28,14
2026-01-26,23.46,14
2026-01-27,23.57,14
2026-01-28,24.64,14
2026-01-29,25.44,14
2026-01-30,25.72,14
2026-01-31,27.22,14
2026-02-01,25.51,14
2026-02-02,19.22,13
2026-02-03,21.05,13
2026-02-04,24.18,13
2026-02-05,29.18,13
2026-02-06,26.29,13
2026-02-07,27.47,13
2026-02-08,23.05,13
2026-02-09,23.55,13
2026-02-10,24.34,13
2026-02-11,26.37,13
2026-02-12,22.21,13
2026-02-13,20.88,13
2026-02-14,21.64,13
2026-02-15,20.1,13
2026-02-16,21.87,13
2026-02-17,23.52,13
2026-02-18,28.65,13
2026-02-19,25.02,13
2026-02-20,25.3,13
2026-02-21,28.3,13
2026-02-22,28.68,13
2026-02-23,25.48,13
2026-02-24,26.01,13
2026-02-25,25.34,13
2026-02-26,22.69,13
2026-02-27,22.12,13
2026-02-28,23.2,13
2026-03-01,23.46,13
2026-03-02,24.19,13
2026-03-03,23.58,13
2026-03-04,25.56,13
2026-03-05,25.18,13
2026-03-06,25.22,13
2026-03-07,25.1,13
2026-03-08,21.66,13
2026-03-09,22.15,13
2026-03-10,22.98,13
2026-03-11,24.48,13
2026-03-12,22.63,13
2026-03-13,19.75,13
2026-03-14,20.77,13
2026-03-15,22.05,13
2026-03-16,23.21,13
2026-03-17,24.61,13
2026-03-18,21.72,13
2026-03-19,22.09,13
2026-03-20,22.81,13
2026-03-21,22.55,13
2026-03-22,23.33,13
2026-03-23,22.82,13
2026-03-24,23.64,12
2026-03-25,23.82,12
2026-03-26,24.54,11
2026-03-27,14.65,11
2026-03-28,18.35,11
2026-03-29,19.75,11
2026-03-30,20.66,11
2026-03-31,20.79,11
2026-04-01,22.17,11
2026-04-02,22.75,11
2026-04-03,21.87,11
2026-04-04,19.32,11
2026-04-05,19.59,11
2026-04-06,18.45,11
2026-04-07,22.85,11
2026-04-08,22.9,11
2026-04-09,24.27,11
2026-04-10,26.0,11
2026-04-11,22.18,11
2026-04-12,17.73,11
2026-04-13,19.22,11
2026-04-14,19.55,11
2026-04-15,20.21,11
2026-04-16,21.99,11
2026-04-17,22.46,11
2026-04-18,16.53,11
2026-04-19,17.08,11
2026-04-20,17.85,11
2026-04-21,17.88,11
2026-04-22,18.89,11
2026-04-23,19.25,11
2026-04-24,20.05,11
2026-04-25,20.19,11
2026-04-26,19.67,11
2026-04-27,19.2,11
2026-04-28,19.42,11
2026-04-29,19.51,11
2026-04-30,20.39,11
2026-05-01,19.88,11
2026-05-02,21.06,11
2026-05-03,21.83,11
2026-05-04,19.52,11
2026-05-05,18.66,11
2026-05-06,17.8,11
2026-05-07,15.06,11
2026-05-08,16.23,11
2026-05-09,17.56,11
2026-05-10,17.59,11
2026-05-11,19.63,11
2026-05-12,18.67,11
2026-05-13,17.61,11
2026-05-14,18.64,11
2026-05-15,18.06,11
2026-05-16,17.93,11
2026-05-17,18.69,11
2026-05-18,18.19,11
2026-05-19,18.25,11
2026-05-20,15.68,10
2026-05-21,15.78,10
2026-05-22,16.9,10
2026-05-23,17.72,10
2026-05-24,17.95,10
2026-05-25,17.89,10
2026-05-26,18.37,10
2026-05-27,18.74,10
2026-05-28,18.86,10
2026-05-29,18.01,10
2026-05-30,15.63,10
2026-05-31,15.66,10
2026-06-01,13.64,10
2026-06-02,14.62,10
2026-06-03,17.72,10
2026-06-04,15.75,10
2026-06-05,15.18,10
2026-06-06,13.51,10
2026-06-07,13.75,10
2026-06-08,14.1,10
2026-06-09,15.39,10
2026-06-10,18.35,10
2026-06-11,17.29,10
2026-06-12,17.65,10
2026-06-13,17.51,10
2026-06-14,17.44,10
2026-06-15,17.57,10
2026-06-16,16.94,10
2026-06-17,16.17,10
2026-06-18,18.25,10
2026-06-19,18.83,10
2026-06-20,16.89,10
2026-06-21,14.15,10
2026-06-22,14.17,9
2026-06-23,13.51,9
2026-06-24,13.84,9
2026-06-25,14.49,9
2026-06-26,13.99,9
2026-06-27,14.4,9
2026-06-28,14.67,9
2026-06-29,14.88,9
2026-06-30,15.61,9
2026-07-01,18.8,9
2026-07-02,19.26,9
2026-07-03,16.06,9
2026-07-04,14.67,9
2026-07-05,13.03,9
2026-07-06,14.61,9
2026-07-07,14.56,9
2026-07-08,14.39,10
2026-07-09,14.4,10
2026-07-10,12.58,11
2026-07-11,12.54,11
2026-07-12,13.95,11
2026-07-13,14.94,11
2026-07-14,15.25,11
2026-07-15,13.6,11
2026-07-16,14.41,11
2026-07-17,14.74,11
2026-07-18,15.97,11
2026-07-19,15.94,11
2026-07-20,14.6,11
2026-07-21,14.03,11
2026-07-22,13.66,11
2026-07-23,14.93,11
2026-07-24,12.08,11
2026-07-25,13.33,11
2026-07-26,13.93,11
2026-07-27,13.88,11
2026-07-28,15.18,11
2026-07-29,15.27,11
2026-07-30,12.18,11
2026-07-31,12.57,11
2026-08-01,13.01,11
2026-08-02,14.25,11
2026-08-03,16.22,11
2026-08-04,13.06,11
2026-08-05,12.49,11
2026-08-06,12.53,11
2026-08-07,12.73,11
2026-08-08,13.35,11
2026-08-09,14.32,11
2026-08-10,13.58,11
2026-08-11,16.74,11
2026-08-12,15.35,11
2026-08-13,15.67,11
2026-08-14,15.07,11
2026-08-15,14.7,11
2026-08-16,15.73,11
2026-08-17,14.85,11
2026-08-18,15.13,11
2026-08-19,15.4,11
2026-08-20,17.13,11
2026-08-21,18.42,11
2026-08-22,16.97,11
2026-08-23,16.0,11
2026-08-24,17.95,11
2026-08-25,18.02,11
2026-08-26,16.75,11
2026-08-27,15.53,11
2026-08-28,14.82,11
2026-08-29,15.36,11
2026-08-30,15.47,11
2026-08-31,16.5,11
2026-09-01,18.75,11
2026-09-02,23.76,11
