date,daytime_temperature,daylight_hours_sampled
2026-01-01,5.66,8
2026-01-02,2.66,8
2026-01-03,1.79,8
2026-01-04,1.06,8
2026-01-05,1.26,8
2026-01-06,4.32,8
2026-01-07,4.84,8
2026-01-08,3.88,8
2026-01-09,2.94,8
2026-01-10,4.55,8
2026-01-11,11.15,8
2026-01-12,9.89,8
2026-01-13,5.88,8
2026-01-14,6.02,8
2026-01-15,6.68,8
2026-01-16,6.99,8
2026-01-17,7.1,8
2026-01-18,8.1,8
2026-01-19,7.68,8
2026-01-20,7.85,8
2026-01-21,7.64,8
2026-01-22,8.07,8
2026-01-23,7.57,8
2026-01-24,7.99,8
2026-01-25,8.08,8
2026-01-26,7.21,8
2026-01-27,8.81,8
2026-01-28,7.91,8
2026-01-29,7.22,9
2026-01-30,8.61,9
2026-01-31,7.51,9
2026-02-01,7.26,9
2026-02-02,8.01,9
2026-02-03,5.87,9
2026-02-04,7.7,9
2026-02-05,6.4,9
2026-02-06,7.04,9
2026-02-07,8.21,10
2026-02-08,7.55,10
2026-02-09,8.17,10
2026-02-10,8.63,10
2026-02-11,9.13,10
2026-02-12,6.83,10
2026-02-13,4.61,10
2026-02-14,3.39,10
2026-02-15,8.59,10
2026-02-16,6.99,10
2026-02-17,4.14,10
2026-02-18,5.99,10
2026-02-19,7.07,10
2026-02-20,10.09,10
2026-02-21,11.86,10
2026-02-22,10.87,10
2026-02-23,10.33,10
2026-02-24,11.35,10
2026-02-25,12.76,10
2026-02-26,11.47,10
2026-02-27,8.99,10
2026-02-28,7.06,11
2026-03-01,11.5,11
2026-03-02,9.87,11
2026-03-03,7.21,11
2026-03-04,11.28,11
2026-03-05,6.51,11
2026-03-06,6.68,11
2026-03-07,8.32,12
2026-03-08,8.47,12
2026-03-09,9.39,12
2026-03-10,10.59,12
2026-03-11,9.12,12
2026-03-12,10.04,12
2026-03-13,5.58,12
2026-03-14,7.33,12
2026-03-15,8.75,12
2026-03-16,10.01,12
2026-03-17,12.03,12
2026-03-18,10.68,12
2026-03-19,10.62,12
2026-03-20,9.79,12
2026-03-21,10.01,12
2026-03-22,10.7,12
2026-03-23,10.32,12
2026-03-24,11.46,12
2026-03-25,6.23,12
2026-03-26,7.34,12
2026-03-27,9.11,12
2026-03-28,7.58,12
2026-03-29,10.72,12
2026-03-30,10.29,12
2026-03-31,12.75,12
2026-04-01,11.71,13
2026-04-02,7.34,14
2026-04-03,11.34,14
2026-04-04,10.24,14
2026-04-05,7.24,14
2026-04-06,10.45,14
2026-04-07,13.39,14
2026-04-08,13.5,14
2026-04-09,8.94,14
2026-04-10,7.24,14
2026-04-11,8.07,14
2026-04-12,9.33,14
2026-04-13,8.94,14
2026-04-14,11.29,14
2026-04-15,12.99,14
2026-04-16,12.1,14
2026-04-17,13.09,14
2026-04-18,10.7,14
2026-04-19,8.97,14
2026-04-20,9.66,14
2026-04-21,9.76,14
2026-04-22,10.3,14
2026-04-23,11.58,14
2026-04-24,12.34,14
2026-04-25,13.68,14
2026-04-26,13.51,14
2026-04-27,12.58,15
2026-04-28,10.87,15
2026-04-29,11.73,15
2026-04-30,13.54,15
2026-05-01,16.43,15
2026-05-02,13.53,15
2026-05-03,12.05,15
2026-05-04,12.11,15
2026-05-05,10.72,16
2026-05-06,10.28,16
2026-05-07,13.19,16
2026-05-08,11.82,16
2026-05-09,11.62,16
2026-05-10,10.82,16
2026-05-11,11.42,16
2026-05-12,12.66,16
2026-05-13,11.37,16
2026-05-14,11.14,16
2026-05-15,11.13,16
2026-05-16,11.79,16
2026-05-17,10.58,16
2026-05-18,10.48,16
2026-05-19,14.16,16
2026-05-20,15.25,16
2026-05-21,16.32,16
2026-05-22,17.03,16
2026-05-23,16.98,16
2026-05-24,18.94,16
2026-05-25,19.18,16
2026-05-26,18.94,16
2026-05-27,17.88,16
2026-05-28,18.96,16
2026-05-29,19.42,16
2026-05-30,18.52,16
2026-05-31,17.61,16
2026-06-01,18.18,16
2026-06-02,15.61,16
2026-06-03,15.25,16
2026-06-04,14.13,16
2026-06-05,13.26,17
2026-06-06,13.96,17
2026-06-07,15.13,17
2026-06-08,12.86,17
2026-06-09,11.73,17
2026-06-10,12.84,17
2026-06-11,15.13,17
2026-06-12,15.99,17
2026-06-13,15.11,17
2026-06-14,13.78,17
2026-06-15,15.35,17
2026-06-16,17.64,17
2026-06-17,18.47,17
2026-06-18,18.48,17
2026-06-19,17.74,17
2026-06-20,16.25,17
2026-06-21,16.51,17
2026-06-22,18.2,17
2026-06-23,22.49,17
2026-06-24,18.83,17
2026-06-25,22.45,17
2026-06-26,22.27,17
2026-06-27,20.31,17
2026-06-28,17.11,17
2026-06-29,17.37,17
2026-06-30,18.46,16
2026-07-01,17.48,16
2026-07-02,16.59,16
2026-07-03,18.59,16
2026-07-04,19.38,16
2026-07-05,20.56,16
2026-07-06,21.21,16
2026-07-07,22.16,16
2026-07-08,22.14,16
2026-07-09,20.04,16
2026-07-10,21.01,16
2026-07-11,20.23,16
2026-07-12,20.52,16
2026-07-13,18.62,16
2026-07-14,19.02,16
2026-07-15,19.56,16
2026-07-16,20.16,16
2026-07-17,21.02,16
2026-07-18,18.46,16
2026-07-19,18.29,16
2026-07-20,18.44,16
2026-07-21,17.8,16
2026-07-22,18.96,16
2026-07-23,19.11,16
2026-07-24,20.19,16
2026-07-25,19.58,16
2026-07-26,17.34,16
2026-07-27,19.2,16
2026-07-28,23.37,16
2026-07-29,20.12,16
2026-07-30,17.42,16
2026-07-31,17.08,16
2026-08-01,17.53,16
2026-08-02,17.27,16
2026-08-03,19.27,16
2026-08-04,20.11,16
2026-08-05,15.55,16
2026-08-06,16.19,16
2026-08-07,18.53,16
2026-08-08,19.8,16
2026-08-09,18.79,16
2026-08-10,15.75,16
2026-08-11,19.91,16
2026-08-12,22.47,15
2026-08-13,23.3,14
2026-08-14,21.14,14
2026-08-15,17.99,14
2026-08-16,17.89,14
2026-08-17,19.44,14
2026-08-18,17.08,14
2026-08-19,17.04,14
2026-08-20,14.96,14
2026-08-21,14.59,14
2026-08-22,15.25,14
2026-08-23,15.69,14
2026-08-24,17.67,14
2026-08-25,17.66,14
2026-08-26,18.24,14
2026-08-27,16.91,14
2026-08-28,19.14,14
2026-08-29,16.89,14
2026-08-30,16.91,14
2026-08-31,16.27,14
2026-09-01,17.98,14
2026-09-02,19.77,14
2026-09-03,17.96,14
2026-09-04,16.56,14
2026-09-05,16.06,14
2026-09-06,20.0,14
2026-09-07,16.29,13
2026-09-08,14.89,13
2026-09-09,14.43,13
2026-09-10,17.81,13
2026-09-11,16.41,13
2026-09-12,19.84,13
2026-09-13,17.81,13
2026-09-14,20.84,13
2026-09-15,16.52,13
2026-09-16,14.93,13
2026-09-17,14.97,12
2026-09-18,15.02,12
2026-09-19,16.43,12
2026-09-20,15.32,12
2026-09-21,20.08,12
2026-09-22,18.27,12
2026-09-23,15.28,12
2026-09-24,17.69,12
2026-09-25,15.27,12
2026-09-26,17.05,12
