date,daytime_temperature,daylight_hours_sampled
2026-01-01,2.06,9
2026-01-02,2.86,9
2026-01-03,1.84,9
2026-01-04,-0.13,9
2026-01-05,-1.36,9
2026-01-06,-2.41,9
2026-01-07,0.63,9
2026-01-08,6.14,9
2026-01-09,5.51,9
2026-01-10,3.63,9
2026-01-11,2.56,9
2026-01-12,10.5,9
2026-01-13,10.2,9
2026-01-14,10.46,9
2026-01-15,10.44,9
2026-01-16,9.53,9
2026-01-17,9.49,9
2026-01-18,8.23,9
2026-01-19,6.71,9
2026-01-20,7.67,9
2026-01-21,10.47,9
2026-01-22,9.71,9
2026-01-23,7.83,9
2026-01-24,6.31,9
2026-01-25,6.58,9
2026-01-26,6.13,9
2026-01-27,7.31,9
2026-01-28,5.37,9
2026-01-29,2.69,9
2026-01-30,9.04,9
2026-01-31,7.21,9
2026-02-01,7.98,9
2026-02-02,6.51,9
2026-02-03,8.84,9
2026-02-04,8.1,9
2026-02-05,9.83,9
2026-02-06,11.28,9
2026-02-07,10.5,9
2026-02-08,9.51,9
2026-02-09,7.61,10
2026-02-10,11.41,10
2026-02-11,11.72,10
2026-02-12,10.63,10
2026-02-13,8.72,10
2026-02-14,2.56,10
2026-02-15,2.46,11
2026-02-16,8.32,11
2026-02-17,6.65,11
2026-02-18,4.89,11
2026-02-19,8.58,11
2026-02-20,9.16,11
2026-02-21,13.38,11
2026-02-22,12.37,11
2026-02-23,12.97,11
2026-02-24,13.76,11
2026-02-25,14.23,11
2026-02-26,14.77,11
2026-02-27,12.78,11
2026-02-28,10.96,11
2026-03-01,9.95,11
2026-03-02,12.68,11
2026-03-03,12.85,11
2026-03-04,13.56,11
2026-03-05,13.35,11
2026-03-06,14.57,11
2026-03-07,14.43,11
2026-03-08,12.23,11
2026-03-09,13.65,11
2026-03-10,13.35,11
2026-03-11,11.21,11
2026-03-12,10.28,11
2026-03-13,9.24,11
2026-03-14,7.24,11
2026-03-15,8.88,11
2026-03-16,10.52,11
2026-03-17,12.53,11
2026-03-18,12.25,13
2026-03-19,12.33,13
2026-03-20,12.15,13
2026-03-21,12.12,13
2026-03-22,11.28,13
2026-03-23,11.95,13
2026-03-24,13.69,13
2026-03-25,7.65,13
2026-03-26,7.12,13
2026-03-27,8.23,13
2026-03-28,8.81,13
2026-03-29,8.45,13
2026-03-30,10.8,13
2026-03-31,9.26,13
2026-04-01,10.48,13
2026-04-02,11.33,13
2026-04-03,10.02,13
2026-04-04,15.51,13
2026-04-05,13.08,13
2026-04-06,12.84,13
2026-04-07,17.62,13
2026-04-08,19.17,13
2026-04-09,20.03,13
2026-04-10,13.92,13
2026-04-11,12.92,13
2026-04-12,11.55,13
2026-04-13,11.54,13
2026-04-14,13.84,13
2026-04-15,15.47,13
2026-04-16,15.66,14
2026-04-17,17.52,14
2026-04-18,17.81,14
2026-04-19,14.16,14
2026-04-20,12.85,14
2026-04-21,12.44,14
2026-04-22,15.01,14
2026-04-23,17.41,14
2026-04-24,17.86,14
2026-04-25,17.86,14
2026-04-26,17.76,14
2026-04-27,17.75,15
2026-04-28,17.23,15
2026-04-29,19.85,15
2026-04-30,19.73,15
2026-05-01,20.74,15
2026-05-02,21.23,15
2026-05-03,16.77,15
2026-05-04,15.11,15
2026-05-05,13.7,15
2026-05-06,11.9,15
2026-05-07,13.86,15
2026-05-08,16.08,15
2026-05-09,18.59,15
2026-05-10,14.87,15
