calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,21.34,16.1,25.7,316
2,Feb,20.73,12.54,25.9,328
3,Mar,24.29,21.12,26.9,372
4,Apr,25.39,23.1,27.5,378
5,May,28.39,25.6,30.62,419
6,Jun,29.79,26.4,32.2,420
7,Jul,30.6,27.7,33.0,434
8,Aug,30.3,27.3,32.8,410
9,Sep,28.96,26.6,31.0,168
