date,daytime_temperature,daylight_hours_sampled
2026-01-01,24.38,11
2026-01-02,23.1,11
2026-01-03,23.94,11
2026-01-04,20.68,11
2026-01-05,23.62,11
2026-01-06,24.28,11
2026-01-07,24.45,11
2026-01-08,24.85,11
2026-01-09,24.41,11
2026-01-10,24.84,11
2026-01-11,24.22,11
2026-01-12,24.66,11
2026-01-13,24.07,11
2026-01-14,23.87,11
2026-01-15,22.44,11
2026-01-16,21.24,11
2026-01-17,22.33,11
2026-01-18,23.45,11
2026-01-19,24.18,11
2026-01-20,23.73,11
2026-01-21,22.65,11
2026-01-22,23.46,11
2026-01-23,24.29,11
2026-01-24,23.95,11
2026-01-25,24.72,11
2026-01-26,24.35,11
2026-01-27,24.68,11
2026-01-28,25.08,11
2026-01-29,24.94,11
2026-01-30,23.3,11
2026-01-31,24.18,11
2026-02-01,23.69,11
2026-02-02,24.95,11
2026-02-03,24.48,11
2026-02-04,23.58,11
2026-02-05,23.6,11
2026-02-06,24.13,11
2026-02-07,19.51,11
2026-02-08,19.7,11
2026-02-09,21.45,11
2026-02-10,23.12,11
2026-02-11,23.73,11
2026-02-12,23.12,11
2026-02-13,23.86,11
2026-02-14,23.7,11
2026-02-15,22.86,11
2026-02-16,22.75,11
2026-02-17,23.26,11
2026-02-18,23.84,12
2026-02-19,23.43,12
2026-02-20,23.23,12
2026-02-21,19.58,12
2026-02-22,22.18,12
2026-02-23,21.55,12
2026-02-24,20.62,12
2026-02-25,21.62,12
2026-02-26,22.89,12
2026-02-27,23.02,12
2026-02-28,24.47,12
2026-03-01,24.41,12
2026-03-02,23.89,12
2026-03-03,24.43,12
2026-03-04,24.98,12
2026-03-05,25.22,12
2026-03-06,24.96,12
2026-03-07,25.13,12
2026-03-08,24.94,12
2026-03-09,25.48,12
2026-03-10,24.48,12
2026-03-11,22.54,12
2026-03-12,21.82,12
2026-03-13,21.78,12
2026-03-14,22.35,12
2026-03-15,23.51,12
2026-03-16,23.81,12
2026-03-17,22.13,12
2026-03-18,23.83,12
2026-03-19,22.67,12
2026-03-20,22.33,12
2026-03-21,23.44,12
2026-03-22,22.97,12
2026-03-23,22.66,12
2026-03-24,22.9,12
2026-03-25,22.73,12
2026-03-26,23.23,12
2026-03-27,21.74,12
2026-03-28,21.52,12
2026-03-29,21.88,12
2026-03-30,22.72,12
2026-03-31,22.82,12
2026-04-01,23.49,12
2026-04-02,22.58,12
2026-04-03,23.78,12
2026-04-04,23.63,12
2026-04-05,23.56,12
2026-04-06,24.48,12
2026-04-07,22.82,12
2026-04-08,22.8,12
2026-04-09,23.07,12
2026-04-10,22.08,12
2026-04-11,24.79,12
2026-04-12,22.41,12
2026-04-13,23.14,12
2026-04-14,24.63,12
2026-04-15,24.86,12
2026-04-16,26.25,12
2026-04-17,25.35,12
2026-04-18,25.05,12
2026-04-19,25.95,12
2026-04-20,26.15,12
2026-04-21,25.57,12
2026-04-22,26.22,12
