calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,79.0,79.0,79.0,323.09,323.09,323.09,27.65,26.4,29.3,70.32,54.0,80.0,22.5,36.8
2,2,Feb,175.8,175.8,175.8,257.27,257.27,257.27,27.91,26.27,29.7,72.86,56.4,86.3,22.6,37.2
3,3,Mar,78.2,78.2,78.2,331.58,331.58,331.58,28.43,27.4,29.6,72.39,62.0,79.0,22.8,36.6
4,4,Apr,154.0,154.0,154.0,302.23,302.23,302.23,28.15,26.49,29.31,79.6,71.9,88.0,23.5,37.4
5,5,May,164.3,164.3,164.3,313.25,313.25,313.25,28.41,27.2,29.4,79.52,73.0,86.0,23.6,34.6
6,6,Jun,239.7,239.7,239.7,290.73,290.73,290.73,28.23,26.87,29.55,79.37,73.8,85.1,23.7,37.2
7,7,Jul,187.2,187.2,187.2,303.34,303.34,303.34,27.83,26.9,28.8,80.77,73.0,86.0,23.2,34.2
8,8,Aug,107.8,107.8,107.8,321.24,321.24,321.24,29.58,28.5,30.7,68.71,59.0,76.0,23.8,37.6
9,9,Sep,179.3,179.3,179.3,245.02,245.02,245.02,28.88,27.54,30.14,74.96,64.6,84.0,24.0,36.8
