calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,32.7,32.7,32.7,75.84,75.84,75.84,-0.03,-2.1,2.5,83.06,76.0,94.0,-5.8,5.1
2,2,Feb,43.2,43.2,43.2,79.6,79.6,79.6,-0.32,-3.46,4.03,83.21,65.0,94.6,-7.7,10.5
3,3,Mar,42.0,42.0,42.0,244.32,244.32,244.32,4.91,3.4,6.6,83.87,77.0,93.0,-0.7,12.0
4,4,Apr,13.0,13.0,13.0,307.75,307.75,307.75,7.49,5.37,11.0,67.2,47.9,85.1,1.0,17.9
5,5,May,37.4,37.4,37.4,411.42,411.42,411.42,12.86,9.7,16.8,64.81,52.0,77.0,5.5,23.1
6,6,Jun,43.8,43.8,43.8,402.02,402.02,402.02,17.63,14.07,21.84,69.37,59.8,77.1,10.4,30.0
7,7,Jul,67.8,67.8,67.8,388.93,388.93,388.93,18.55,16.0,21.2,67.77,58.0,77.0,12.2,28.3
8,8,Aug,48.1,48.1,48.1,368.02,368.02,368.02,17.86,16.1,20.0,69.9,61.0,81.0,12.1,26.5
9,9,Sep,44.9,44.9,44.9,164.38,164.38,164.38,15.91,14.37,16.98,78.5,70.0,85.3,11.5,19.9
