calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,10.11,3.4,15.29,292
2,Feb,13.56,9.7,17.8,291
3,Mar,13.52,8.72,18.6,373
4,Apr,17.36,11.75,23.25,396
5,May,19.59,13.2,30.3,465
6,Jun,23.97,17.2,33.7,450
7,Jul,25.45,21.3,29.46,465
8,Aug,24.7,20.87,28.0,428
9,Sep,23.13,17.6,28.52,195
