calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,26.29,22.23,29.07,344
2,Feb,26.07,21.35,29.6,336
3,Mar,26.59,23.61,29.2,372
4,Apr,27.03,23.2,29.73,388
5,May,28.49,24.76,31.2,403
6,Jun,29.38,24.99,32.71,390
7,Jul,30.17,25.12,33.4,403
8,Aug,30.34,25.5,33.5,403
9,Sep,29.87,25.36,32.7,234
