calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,87.3,87.3,87.3,105.89,105.89,105.89,2.45,-1.1,7.3,88.94,82.0,95.0,-6.9,11.0
2,2,Feb,64.3,64.3,64.3,137.25,137.25,137.25,5.4,0.3,10.3,87.32,80.5,93.3,-3.1,16.8
3,3,Mar,74.2,74.2,74.2,268.61,268.61,268.61,8.05,6.0,10.4,79.65,73.0,89.0,0.1,17.5
4,4,Apr,11.6,11.6,11.6,332.31,332.31,332.31,10.19,8.35,12.84,71.5,63.8,82.0,3.2,20.2
5,5,May,70.9,70.9,70.9,382.15,382.15,382.15,14.39,9.0,20.3,71.0,60.0,83.0,5.5,29.7
6,6,Jun,113.5,113.5,113.5,381.94,381.94,381.94,18.53,14.13,24.27,76.1,69.8,81.1,9.8,35.0
7,7,Jul,24.9,24.9,24.9,423.43,423.43,423.43,19.75,16.9,22.9,70.97,63.0,77.0,12.5,31.4
8,8,Aug,95.8,95.8,95.8,377.45,377.45,377.45,19.34,16.2,23.9,70.81,56.0,85.0,10.5,34.7
9,9,Sep,58.3,58.3,58.3,94.17,94.17,94.17,17.14,14.79,19.32,79.7,74.7,86.5,10.5,24.7
