calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,29.04,25.4,31.99,372
2,Feb,28.74,25.25,31.9,336
3,Mar,30.17,26.2,32.8,372
4,Apr,30.45,27.2,33.2,360
5,May,29.67,26.3,33.1,397
6,Jun,28.63,25.78,31.9,379
7,Jul,29.25,26.01,32.59,372
8,Aug,29.1,26.3,32.4,372
9,Sep,28.41,26.0,30.9,228
