calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,25.96,20.13,32.54,434
2,Feb,26.35,19.59,32.9,380
3,Mar,25.36,19.3,32.3,372
4,Apr,19.71,15.2,24.5,341
5,May,17.54,12.5,22.13,328
6,Jun,15.28,11.48,18.81,300
7,Jul,15.62,10.6,19.1,310
8,Aug,15.75,11.22,19.78,333
9,Sep,17.12,13.4,20.2,143
