calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,30.5,30.5,30.5,93.19,93.19,93.19,-1.64,-4.9,1.6,83.71,63.0,98.0,-8.1,5.3
2,2,Feb,52.3,52.3,52.3,115.49,115.49,115.49,3.53,-0.75,7.7,84.82,75.7,93.0,-5.2,13.2
3,3,Mar,30.3,30.3,30.3,261.66,261.66,261.66,8.16,5.4,10.7,67.0,54.0,81.0,1.6,19.2
4,4,Apr,9.7,9.7,9.7,309.9,309.9,309.9,11.86,8.19,15.75,49.27,33.8,65.3,0.6,24.1
5,5,May,44.1,44.1,44.1,377.1,377.1,377.1,17.68,11.9,23.3,52.48,37.0,68.0,5.5,31.3
6,6,Jun,57.3,57.3,57.3,402.97,402.97,402.97,23.22,15.86,31.2,54.47,33.0,73.1,11.0,38.6
7,7,Jul,41.7,41.7,41.7,426.94,426.94,426.94,23.59,20.3,26.4,49.35,37.0,64.0,13.4,38.2
8,8,Aug,25.3,25.3,25.3,387.84,387.84,387.84,25.04,20.9,29.6,47.61,31.0,64.0,14.8,39.5
9,9,Sep,41.0,41.0,41.0,158.04,158.04,158.04,20.1,15.75,24.35,61.81,44.0,81.5,11.0,32.2
