calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-6.03,-14.5,2.4,301
2,Feb,-4.76,-14.8,1.2,288
3,Mar,2.54,-4.98,10.89,372
4,Apr,8.48,1.96,16.24,407
5,May,13.96,7.1,23.2,457
6,Jun,21.06,15.6,26.5,468
7,Jul,24.4,19.47,29.7,468
8,Aug,22.47,18.2,26.2,430
9,Sep,21.62,17.2,25.23,208
