calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,24.5,19.9,29.5,341
2,Feb,25.52,19.48,32.7,315
3,Mar,27.81,22.6,32.9,381
4,Apr,29.67,23.8,35.21,390
5,May,31.63,25.92,37.5,403
6,Jun,30.7,26.0,34.9,390
7,Jul,30.58,26.0,34.3,403
8,Aug,30.06,25.8,33.58,403
9,Sep,30.26,26.01,33.6,232
