calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,46.8,46.8,46.8,397.65,397.65,397.65,24.24,19.5,27.6,58.35,48.0,70.0,12.6,35.1
2,2,Feb,44.5,44.5,44.5,323.46,323.46,323.46,24.74,22.54,27.43,57.82,45.4,70.3,15.1,35.0
3,3,Mar,107.1,107.1,107.1,304.33,304.33,304.33,22.62,20.2,25.3,68.55,58.0,82.0,11.6,31.8
4,4,Apr,124.5,124.5,124.5,248.77,248.77,248.77,18.89,15.46,22.07,72.4,55.9,87.0,7.9,31.0
5,5,May,56.3,56.3,56.3,229.06,229.06,229.06,12.46,9.6,16.1,72.9,61.0,88.0,4.7,24.0
6,6,Jun,47.3,47.3,47.3,184.37,184.37,184.37,10.88,7.57,14.61,81.4,67.9,93.0,2.3,17.9
7,7,Jul,93.2,93.2,93.2,186.39,186.39,186.39,11.24,6.8,16.3,83.29,68.0,93.0,0.0,23.8
8,8,Aug,61.9,61.9,61.9,196.37,196.37,196.37,11.29,8.4,14.0,78.45,64.0,92.0,2.9,18.5
9,9,Sep,11.2,11.2,11.2,235.54,235.54,235.54,13.12,8.88,17.48,66.84,60.4,77.4,2.2,24.9
