calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-1.28,-6.2,3.5,256
2,Feb,2.11,-6.12,9.84,279
3,Mar,8.87,3.39,14.4,370
4,Apr,11.1,4.78,16.7,419
5,May,17.02,9.47,25.33,488
6,Jun,22.18,14.59,31.6,510
7,Jul,21.34,15.58,28.12,509
8,Aug,21.81,15.9,28.18,453
9,Sep,18.57,14.54,22.56,195
