date,daytime_temperature,daylight_hours_sampled
2026-01-01,17.65,12
2026-01-02,17.0,12
2026-01-03,17.48,12
2026-01-04,16.42,12
2026-01-05,15.86,12
2026-01-06,16.87,12
2026-01-07,16.6,12
2026-01-08,17.12,12
2026-01-09,17.69,12
2026-01-10,18.36,12
2026-01-11,17.9,12
2026-01-12,17.28,12
2026-01-13,17.39,12
2026-01-14,17.32,12
2026-01-15,17.94,12
2026-01-16,18.22,12
2026-01-17,17.85,12
2026-01-18,18.75,12
2026-01-19,18.81,12
2026-01-20,18.31,12
2026-01-21,17.94,12
2026-01-22,18.26,12
2026-01-23,18.72,12
2026-01-24,20.14,12
2026-01-25,19.19,12
2026-01-26,18.99,12
2026-01-27,18.77,12
2026-01-28,20.09,12
2026-01-29,19.72,12
2026-01-30,18.98,12
2026-01-31,18.58,12
2026-02-01,18.61,12
2026-02-02,19.02,12
2026-02-03,19.34,12
2026-02-04,19.22,12
2026-02-05,19.32,12
2026-02-06,19.5,12
2026-02-07,18.57,12
2026-02-08,18.43,12
2026-02-09,18.31,12
2026-02-10,19.11,12
2026-02-11,19.68,12
2026-02-12,19.61,12
2026-02-13,19.54,12
2026-02-14,19.71,12
2026-02-15,19.38,12
2026-02-16,19.63,12
2026-02-17,20.51,12
2026-02-18,19.3,12
2026-02-19,19.36,12
2026-02-20,19.84,12
2026-02-21,19.69,12
2026-02-22,20.63,12
2026-02-23,20.77,12
2026-02-24,20.33,12
2026-02-25,19.69,12
2026-02-26,19.95,12
2026-02-27,20.59,12
2026-02-28,19.82,12
2026-03-01,19.29,12
2026-03-02,19.21,12
2026-03-03,16.25,12
2026-03-04,18.53,12
2026-03-05,18.93,12
2026-03-06,17.55,12
2026-03-07,17.87,12
2026-03-08,18.46,12
2026-03-09,18.68,12
2026-03-10,18.12,12
2026-03-11,17.9,12
2026-03-12,16.4,12
2026-03-13,18.03,12
2026-03-14,18.61,12
2026-03-15,19.53,12
2026-03-16,20.6,12
2026-03-17,20.98,12
2026-03-18,20.2,12
2026-03-19,17.66,12
2026-03-20,16.83,12
2026-03-21,16.74,12
2026-03-22,15.85,12
2026-03-23,16.52,12
2026-03-24,16.99,12
2026-03-25,16.47,12
2026-03-26,17.5,12
2026-03-27,17.18,12
2026-03-28,17.37,12
2026-03-29,16.32,12
2026-03-30,18.48,12
2026-03-31,18.01,12
2026-04-01,18.08,12
2026-04-02,18.45,12
2026-04-03,18.19,12
2026-04-04,18.15,12
2026-04-05,17.86,12
2026-04-06,18.49,12
2026-04-07,17.74,12
2026-04-08,17.28,12
2026-04-09,17.53,12
2026-04-10,18.63,12
2026-04-11,19.18,12
2026-04-12,17.76,12
2026-04-13,18.18,12
2026-04-14,18.23,12
2026-04-15,18.4,12
2026-04-16,18.17,12
2026-04-17,16.18,12
2026-04-18,18.55,12
2026-04-19,18.07,12
2026-04-20,20.13,12
2026-04-21,20.42,12
2026-04-22,20.08,12
2026-04-23,18.28,12
2026-04-24,18.3,12
2026-04-25,19.11,12
2026-04-26,19.25,12
2026-04-27,19.18,12
2026-04-28,19.45,12
2026-04-29,20.88,12
2026-04-30,20.38,12
2026-05-01,20.38,12
2026-05-02,19.72,12
2026-05-03,19.42,12
2026-05-04,20.26,12
2026-05-05,20.9,12
2026-05-06,21.85,12
2026-05-07,21.37,12
2026-05-08,21.38,12
2026-05-09,21.28,12
2026-05-10,19.45,12
2026-05-11,19.83,12
2026-05-12,20.77,12
2026-05-13,22.1,12
2026-05-14,21.85,12
2026-05-15,21.82,12
2026-05-16,22.11,12
2026-05-17,22.02,12
2026-05-18,22.1,12
2026-05-19,22.26,12
2026-05-20,22.12,12
2026-05-21,22.58,12
2026-05-22,22.94,12
2026-05-23,22.96,12
2026-05-24,23.15,12
2026-05-25,22.5,12
2026-05-26,21.34,12
2026-05-27,19.15,12
2026-05-28,19.44,12
2026-05-29,17.99,12
2026-05-30,17.32,12
2026-05-31,17.38,12
2026-06-01,18.87,12
2026-06-02,19.38,12
2026-06-03,19.31,12
2026-06-04,20.03,12
2026-06-05,19.96,12
2026-06-06,21.72,12
2026-06-07,21.85,12
2026-06-08,21.78,12
2026-06-09,21.47,12
2026-06-10,20.95,12
2026-06-11,21.38,12
2026-06-12,22.47,12
2026-06-13,23.24,12
2026-06-14,20.78,12
2026-06-15,20.79,12
2026-06-16,20.91,12
2026-06-17,20.54,12
2026-06-18,19.7,12
2026-06-19,19.45,12
2026-06-20,19.65,12
2026-06-21,20.12,12
2026-06-22,20.98,12
2026-06-23,19.75,12
2026-06-24,18.42,12
2026-06-25,18.0,12
2026-06-26,17.63,12
2026-06-27,17.19,12
2026-06-28,19.32,12
2026-06-29,17.4,12
2026-06-30,18.55,12
2026-07-01,19.12,12
2026-07-02,18.34,12
2026-07-03,17.98,12
2026-07-04,19.54,12
2026-07-05,20.28,12
2026-07-06,19.07,12
2026-07-07,17.44,12
2026-07-08,17.03,12
2026-07-09,17.32,12
2026-07-10,17.62,12
2026-07-11,17.38,12
2026-07-12,18.44,12
2026-07-13,18.38,12
2026-07-14,18.0,12
2026-07-15,17.4,12
2026-07-16,17.13,12
2026-07-17,17.13,12
2026-07-18,17.0,12
2026-07-19,17.56,12
2026-07-20,18.55,12
2026-07-21,18.28,12
2026-07-22,16.7,12
2026-07-23,17.42,12
2026-07-24,17.12,12
2026-07-25,16.15,12
2026-07-26,16.16,12
2026-07-27,16.82,12
2026-07-28,17.08,12
2026-07-29,16.92,12
2026-07-30,16.82,12
2026-07-31,17.07,12
2026-08-01,15.76,12
2026-08-02,15.36,12
2026-08-03,15.74,12
2026-08-04,16.26,12
2026-08-05,16.17,12
2026-08-06,16.47,12
2026-08-07,16.08,12
2026-08-08,16.46,12
2026-08-09,16.52,12
2026-08-10,15.93,12
2026-08-11,17.16,12
2026-08-12,16.26,12
2026-08-13,14.93,12
2026-08-14,16.39,12
2026-08-15,16.22,12
2026-08-16,16.97,12
2026-08-17,16.99,12
2026-08-18,16.75,12
2026-08-19,17.31,12
2026-08-20,16.79,12
2026-08-21,15.91,12
2026-08-22,16.64,12
2026-08-23,16.5,12
2026-08-24,17.45,12
2026-08-25,16.67,12
2026-08-26,16.34,12
2026-08-27,17.95,12
2026-08-28,18.82,12
2026-08-29,17.47,12
2026-08-30,16.58,12
2026-08-31,16.06,12
2026-09-01,16.92,12
2026-09-02,16.74,12
2026-09-03,17.41,12
2026-09-04,17.11,12
2026-09-05,16.31,12
2026-09-06,17.47,12
2026-09-07,16.37,12
2026-09-08,16.66,12
2026-09-09,16.84,12
2026-09-10,16.04,12
2026-09-11,16.31,12
2026-09-12,15.6,12
2026-09-13,18.0,12
2026-09-14,16.63,12
2026-09-15,16.63,12
2026-09-16,16.69,12
2026-09-17,16.36,12
2026-09-18,16.64,12
2026-09-19,17.6,12
2026-09-20,18.18,12
2026-09-21,18.02,12
