calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,6.79,2.47,10.63,308
2,Feb,10.67,5.51,16.29,292
3,Mar,12.47,7.11,17.7,372
4,Apr,19.21,12.18,25.9,399
5,May,20.78,12.32,31.8,452
6,Jun,28.54,20.6,34.93,450
7,Jul,30.92,22.8,37.1,452
8,Aug,29.33,21.4,36.4,426
9,Sep,28.77,20.15,36.15,156
