date,precipitation_sum,accumulated_precipitation
2026-01-01,0.0,0.0
2026-01-02,0.0,0.0
2026-01-03,0.0,0.0
2026-01-04,0.1,0.1
2026-01-05,9.6,9.7
2026-01-06,11.1,20.8
2026-01-07,0.3,21.1
2026-01-08,0.0,21.1
2026-01-09,0.0,21.1
2026-01-10,12.8,33.9
2026-01-11,2.6,36.5
2026-01-12,0.0,36.5
2026-01-13,3.7,40.2
2026-01-14,2.6,42.8
2026-01-15,8.0,50.8
2026-01-16,10.2,61.0
2026-01-17,2.5,63.5
2026-01-18,0.2,63.7
2026-01-19,0.0,63.7
2026-01-20,0.0,63.7
2026-01-21,0.0,63.7
2026-01-22,0.0,63.7
2026-01-23,0.0,63.7
2026-01-24,0.0,63.7
2026-01-25,0.0,63.7
2026-01-26,3.3,67.0
2026-01-27,17.2,84.2
2026-01-28,0.1,84.3
2026-01-29,3.6,87.9
2026-01-30,1.8,89.7
2026-01-31,0.8,90.5
2026-02-01,0.0,90.5
2026-02-02,0.0,90.5
2026-02-03,1.6,92.1
2026-02-04,0.0,92.1
2026-02-05,0.5,92.6
2026-02-06,0.0,92.6
2026-02-07,0.0,92.6
2026-02-08,0.5,93.1
2026-02-09,0.1,93.2
2026-02-10,7.3,100.5
2026-02-11,4.5,105.0
2026-02-12,3.2,108.2
2026-02-13,0.0,108.2
2026-02-14,4.8,113.0
2026-02-15,0.3,113.3
2026-02-16,0.0,113.3
2026-02-17,0.1,113.4
2026-02-18,3.2,116.6
2026-02-19,1.2,117.8
2026-02-20,0.0,117.8
2026-02-21,0.0,117.8
2026-02-22,0.0,117.8
2026-02-23,0.0,117.8
2026-02-24,0.2,118.0
2026-02-25,0.0,118.0
2026-02-26,0.0,118.0
2026-02-27,0.0,118.0
2026-02-28,0.0,118.0
2026-03-01,0.0,118.0
2026-03-02,0.0,118.0
2026-03-03,0.0,118.0
2026-03-04,0.0,118.0
2026-03-05,0.0,118.0
2026-03-06,8.7,126.7
2026-03-07,2.8,129.5
2026-03-08,0.0,129.5
2026-03-09,0.0,129.5
2026-03-10,0.0,129.5
2026-03-11,0.0,129.5
2026-03-12,0.0,129.5
2026-03-13,0.0,129.5
2026-03-14,0.7,130.2
2026-03-15,1.2,131.4
2026-03-16,0.0,131.4
2026-03-17,0.3,131.7
2026-03-18,0.6,132.3
2026-03-19,2.9,135.2
2026-03-20,0.2,135.4
2026-03-21,0.2,135.6
2026-03-22,0.0,135.6
2026-03-23,0.0,135.6
2026-03-24,0.0,135.6
2026-03-25,0.0,135.6
2026-03-26,0.0,135.6
2026-03-27,0.0,135.6
2026-03-28,0.0,135.6
2026-03-29,0.0,135.6
2026-03-30,0.0,135.6
2026-03-31,0.0,135.6
2026-04-01,0.0,135.6
2026-04-02,0.0,135.6
2026-04-03,0.0,135.6
2026-04-04,0.0,135.6
2026-04-05,0.2,135.8
2026-04-06,0.0,135.8
2026-04-07,1.0,136.8
2026-04-08,1.4,138.2
2026-04-09,0.0,138.2
2026-04-10,1.8,140.0
2026-04-11,0.0,140.0
2026-04-12,4.6,144.6
2026-04-13,0.0,144.6
2026-04-14,0.0,144.6
2026-04-15,1.0,145.6
2026-04-16,3.4,149.0
2026-04-17,4.9,153.9
2026-04-18,1.3,155.2
2026-04-19,8.2,163.4
2026-04-20,1.4,164.8
2026-04-21,1.1,165.9
2026-04-22,1.7,167.6
2026-04-23,1.4,169.0
2026-04-24,9.2,178.2
2026-04-25,0.9,179.1
2026-04-26,0.6,179.7
2026-04-27,2.3,182.0
2026-04-28,8.0,190.0
2026-04-29,0.2,190.2
2026-04-30,1.1,191.3
2026-05-01,3.1,194.4
2026-05-02,1.7,196.1
2026-05-03,5.3,201.4
2026-05-04,10.8,212.2
2026-05-05,2.4,214.6
2026-05-06,3.5,218.1
2026-05-07,1.8,219.9
2026-05-08,1.2,221.1
2026-05-09,21.6,242.7
2026-05-10,4.5,247.2
2026-05-11,0.3,247.5
2026-05-12,1.2,248.7
2026-05-13,1.0,249.7
2026-05-14,4.8,254.5
2026-05-15,0.0,254.5
2026-05-16,0.0,254.5
2026-05-17,2.5,257.0
2026-05-18,0.0,257.0
2026-05-19,3.5,260.5
2026-05-20,5.3,265.8
2026-05-21,1.2,267.0
2026-05-22,1.5,268.5
2026-05-23,1.2,269.7
2026-05-24,0.6,270.3
2026-05-25,0.3,270.6
2026-05-26,0.1,270.7
2026-05-27,0.6,271.3
2026-05-28,0.6,271.9
2026-05-29,0.1,272.0
2026-05-30,0.5,272.5
