calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,68.7,68.7,68.7,204.05,204.05,204.05,-2.64,-10.4,5.2,67.0,49.0,84.0,-18.3,11.0
2,2,Feb,53.2,53.2,53.2,199.84,199.84,199.84,-3.13,-9.92,2.26,76.93,67.7,90.3,-17.8,8.0
3,3,Mar,106.9,106.9,106.9,236.25,236.25,236.25,6.87,-0.2,14.9,69.94,54.0,90.0,-9.9,26.7
4,4,Apr,72.7,72.7,72.7,289.61,289.61,289.61,12.78,6.51,23.21,62.7,48.7,78.1,-1.6,33.4
5,5,May,98.2,98.2,98.2,315.02,315.02,315.02,17.8,12.2,26.3,56.74,43.0,73.0,6.7,35.8
6,6,Jun,95.0,95.0,95.0,362.68,362.68,362.68,23.87,20.41,27.65,56.53,39.0,74.3,10.8,35.4
7,7,Jul,243.4,243.4,243.4,355.71,355.71,355.71,25.24,22.6,30.2,67.19,50.0,84.0,16.8,40.7
8,8,Aug,160.3,160.3,160.3,352.89,352.89,352.89,24.32,21.8,27.0,72.77,64.0,81.0,16.9,35.2
9,9,Sep,125.5,125.5,125.5,234.27,234.27,234.27,20.79,15.7,24.5,70.54,59.5,85.5,10.7,30.8
