calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,29.04,23.51,32.8,372
2,Feb,31.08,26.45,34.3,336
3,Mar,32.01,28.11,35.09,372
4,Apr,33.3,29.8,36.3,366
5,May,31.58,27.8,34.7,403
6,Jun,30.75,27.19,34.1,390
7,Jul,30.17,26.8,34.1,394
8,Aug,29.56,26.9,32.2,372
9,Sep,30.32,27.39,33.42,120
