calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,16.64,12.2,21.3,341
2,Feb,19.38,14.37,25.33,308
3,Mar,20.55,15.85,26.0,376
4,Apr,24.87,20.1,29.41,390
5,May,26.82,21.5,32.08,403
6,Jun,28.36,24.5,32.9,390
7,Jul,30.62,26.5,33.4,403
8,Aug,29.8,25.92,33.5,403
9,Sep,27.18,24.72,29.88,143
