calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-0.89,-5.02,2.72,279
2,Feb,4.55,-0.8,10.02,289
3,Mar,9.55,4.09,15.1,370
4,Apr,13.29,6.91,19.39,408
5,May,19.25,11.2,26.8,466
6,Jun,24.27,15.6,34.42,480
7,Jul,24.9,19.18,30.5,469
8,Aug,26.61,19.54,33.52,445
9,Sep,22.88,15.78,30.2,143
