date,precipitation_sum,accumulated_precipitation
2026-01-01,0.0,0.0
2026-01-02,0.0,0.0
2026-01-03,0.0,0.0
2026-01-04,0.1,0.1
2026-01-05,0.8,0.9
2026-01-06,1.6,2.5
2026-01-07,1.9,4.4
2026-01-08,0.9,5.3
2026-01-09,0.0,5.3
2026-01-10,0.8,6.1
2026-01-11,1.7,7.8
2026-01-12,8.9,16.7
2026-01-13,8.6,25.3
2026-01-14,1.4,26.7
2026-01-15,0.4,27.1
2026-01-16,0.0,27.1
2026-01-17,1.2,28.3
2026-01-18,10.3,38.6
2026-01-19,0.0,38.6
2026-01-20,0.0,38.6
2026-01-21,0.6,39.2
2026-01-22,7.0,46.2
2026-01-23,0.3,46.5
2026-01-24,2.1,48.6
2026-01-25,3.4,52.0
2026-01-26,2.6,54.6
2026-01-27,0.0,54.6
2026-01-28,0.4,55.0
2026-01-29,0.0,55.0
2026-01-30,2.0,57.0
2026-01-31,1.1,58.1
2026-02-01,0.0,58.1
2026-02-02,0.0,58.1
2026-02-03,0.0,58.1
2026-02-04,0.0,58.1
2026-02-05,1.8,59.9
2026-02-06,0.0,59.9
2026-02-07,0.0,59.9
2026-02-08,0.0,59.9
2026-02-09,0.0,59.9
2026-02-10,0.0,59.9
2026-02-11,1.4,61.3
2026-02-12,0.0,61.3
2026-02-13,1.1,62.4
2026-02-14,0.3,62.7
2026-02-15,3.4,66.1
2026-02-16,1.2,67.3
2026-02-17,0.5,67.8
2026-02-18,0.6,68.4
2026-02-19,0.2,68.6
2026-02-20,0.0,68.6
2026-02-21,0.0,68.6
2026-02-22,0.2,68.8
2026-02-23,0.0,68.8
2026-02-24,0.0,68.8
2026-02-25,0.0,68.8
2026-02-26,0.4,69.2
2026-02-27,1.0,70.2
2026-02-28,4.2,74.4
2026-03-01,1.5,75.9
2026-03-02,0.7,76.6
2026-03-03,3.2,79.8
2026-03-04,3.4,83.2
2026-03-05,3.6,86.8
2026-03-06,1.0,87.8
2026-03-07,0.6,88.4
2026-03-08,0.1,88.5
2026-03-09,0.2,88.7
2026-03-10,1.4,90.1
2026-03-11,0.1,90.2
2026-03-12,2.5,92.7
2026-03-13,5.4,98.1
2026-03-14,0.8,98.9
2026-03-15,11.1,110.0
2026-03-16,12.0,122.0
2026-03-17,19.5,141.5
2026-03-18,21.5,163.0
2026-03-19,3.1,166.1
2026-03-20,1.9,168.0
2026-03-21,0.0,168.0
2026-03-22,0.0,168.0
2026-03-23,0.0,168.0
2026-03-24,0.0,168.0
2026-03-25,0.0,168.0
2026-03-26,0.0,168.0
2026-03-27,1.0,169.0
2026-03-28,0.4,169.4
2026-03-29,3.3,172.7
2026-03-30,4.5,177.2
2026-03-31,1.3,178.5
2026-04-01,1.5,180.0
2026-04-02,2.7,182.7
2026-04-03,3.8,186.5
2026-04-04,1.1,187.6
2026-04-05,4.4,192.0
2026-04-06,3.1,195.1
2026-04-07,39.4,234.5
2026-04-08,8.0,242.5
2026-04-09,3.6,246.1
2026-04-10,0.6,246.7
2026-04-11,0.1,246.8
2026-04-12,0.2,247.0
2026-04-13,0.0,247.0
2026-04-14,0.7,247.7
2026-04-15,0.1,247.8
2026-04-16,0.1,247.9
2026-04-17,3.3,251.2
2026-04-18,1.8,253.0
2026-04-19,2.2,255.2
2026-04-20,4.7,259.9
2026-04-21,0.2,260.1
2026-04-22,0.1,260.2
2026-04-23,2.4,262.6
2026-04-24,2.8,265.4
2026-04-25,0.0,265.4
2026-04-26,11.5,276.9
2026-04-27,0.1,277.0
2026-04-28,2.0,279.0
2026-04-29,1.2,280.2
2026-04-30,0.0,280.2
2026-05-01,0.0,280.2
2026-05-02,1.2,281.4
2026-05-03,33.5,314.9
2026-05-04,2.4,317.3
2026-05-05,2.7,320.0
2026-05-06,0.2,320.2
2026-05-07,0.0,320.2
2026-05-08,0.0,320.2
2026-05-09,0.0,320.2
2026-05-10,1.8,322.0
2026-05-11,0.9,322.9
2026-05-12,7.0,329.9
2026-05-13,4.6,334.5
2026-05-14,4.2,338.7
2026-05-15,0.0,338.7
2026-05-16,1.2,339.9
2026-05-17,3.6,343.5
2026-05-18,13.7,357.2
2026-05-19,5.9,363.1
2026-05-20,3.7,366.8
2026-05-21,1.9,368.7
2026-05-22,1.2,369.9
2026-05-23,1.7,371.6
2026-05-24,4.8,376.4
2026-05-25,0.6,377.0
2026-05-26,2.1,379.1
2026-05-27,2.7,381.8
2026-05-28,11.2,393.0
2026-05-29,28.8,421.8
2026-05-30,3.9,425.7
