date,precipitation_sum,accumulated_precipitation
2026-01-01,0.0,0.0
2026-01-02,0.5,0.5
2026-01-03,4.1,4.6
2026-01-04,0.0,4.6
2026-01-05,0.0,4.6
2026-01-06,0.1,4.7
2026-01-07,0.7,5.4
2026-01-08,6.3,11.7
2026-01-09,8.4,20.1
2026-01-10,7.5,27.6
2026-01-11,1.3,28.9
2026-01-12,0.5,29.4
2026-01-13,0.0,29.4
2026-01-14,0.0,29.4
2026-01-15,0.1,29.5
2026-01-16,0.0,29.5
2026-01-17,0.0,29.5
2026-01-18,0.0,29.5
2026-01-19,0.0,29.5
2026-01-20,0.0,29.5
2026-01-21,0.0,29.5
2026-01-22,0.0,29.5
2026-01-23,0.1,29.6
2026-01-24,0.3,29.9
2026-01-25,0.5,30.4
2026-01-26,1.1,31.5
2026-01-27,0.1,31.6
2026-01-28,5.4,37.0
2026-01-29,1.8,38.8
2026-01-30,4.2,43.0
2026-01-31,0.0,43.0
2026-02-01,0.0,43.0
2026-02-02,0.0,43.0
2026-02-03,0.9,43.9
2026-02-04,0.0,43.9
2026-02-05,0.0,43.9
2026-02-06,3.2,47.1
2026-02-07,1.0,48.1
2026-02-08,0.3,48.4
2026-02-09,0.0,48.4
2026-02-10,0.5,48.9
2026-02-11,13.9,62.8
2026-02-12,16.0,78.8
2026-02-13,0.4,79.2
2026-02-14,6.5,85.7
2026-02-15,5.4,91.1
2026-02-16,25.9,117.0
2026-02-17,13.7,130.7
2026-02-18,5.3,136.0
2026-02-19,6.7,142.7
2026-02-20,2.6,145.3
2026-02-21,3.9,149.2
2026-02-22,0.1,149.3
2026-02-23,4.3,153.6
2026-02-24,0.1,153.7
2026-02-25,0.0,153.7
2026-02-26,0.0,153.7
2026-02-27,0.0,153.7
2026-02-28,0.0,153.7
2026-03-01,0.7,154.4
2026-03-02,0.0,154.4
2026-03-03,0.0,154.4
2026-03-04,0.0,154.4
2026-03-05,0.0,154.4
2026-03-06,0.0,154.4
2026-03-07,0.0,154.4
2026-03-08,0.0,154.4
2026-03-09,0.0,154.4
2026-03-10,0.1,154.5
2026-03-11,12.2,166.7
2026-03-12,5.9,172.6
2026-03-13,0.0,172.6
2026-03-14,13.6,186.2
2026-03-15,4.1,190.3
2026-03-16,0.2,190.5
2026-03-17,0.0,190.5
2026-03-18,0.0,190.5
2026-03-19,0.0,190.5
2026-03-20,0.0,190.5
2026-03-21,0.0,190.5
2026-03-22,1.1,191.6
2026-03-23,4.2,195.8
2026-03-24,0.0,195.8
2026-03-25,8.0,203.8
2026-03-26,3.5,207.3
2026-03-27,6.2,213.5
2026-03-28,4.4,217.9
2026-03-29,3.1,221.0
2026-03-30,8.4,229.4
2026-03-31,12.6,242.0
2026-04-01,0.6,242.6
2026-04-02,0.0,242.6
2026-04-03,0.0,242.6
2026-04-04,0.0,242.6
2026-04-05,0.5,243.1
2026-04-06,0.8,243.9
2026-04-07,0.0,243.9
2026-04-08,0.0,243.9
2026-04-09,0.0,243.9
2026-04-10,14.0,257.9
2026-04-11,0.0,257.9
2026-04-12,5.5,263.4
2026-04-13,6.0,269.4
2026-04-14,1.2,270.6
2026-04-15,0.4,271.0
2026-04-16,0.0,271.0
2026-04-17,0.0,271.0
2026-04-18,0.0,271.0
2026-04-19,8.2,279.2
2026-04-20,0.0,279.2
2026-04-21,0.1,279.3
2026-04-22,0.0,279.3
2026-04-23,0.0,279.3
2026-04-24,0.0,279.3
2026-04-25,0.0,279.3
2026-04-26,0.0,279.3
2026-04-27,0.0,279.3
2026-04-28,3.3,282.6
2026-04-29,2.5,285.1
2026-04-30,0.0,285.1
2026-05-01,0.0,285.1
2026-05-02,0.0,285.1
2026-05-03,0.0,285.1
2026-05-04,0.3,285.4
2026-05-05,1.5,286.9
2026-05-06,12.7,299.6
2026-05-07,2.0,301.6
2026-05-08,0.4,302.0
2026-05-09,0.1,302.1
2026-05-10,1.2,303.3
2026-05-11,15.4,318.7
2026-05-12,7.1,325.8
2026-05-13,0.2,326.0
2026-05-14,15.7,341.7
2026-05-15,7.5,349.2
2026-05-16,2.6,351.8
2026-05-17,0.8,352.6
2026-05-18,4.8,357.4
2026-05-19,0.2,357.6
2026-05-20,7.0,364.6
2026-05-21,0.0,364.6
2026-05-22,0.0,364.6
2026-05-23,0.0,364.6
2026-05-24,0.0,364.6
2026-05-25,0.0,364.6
2026-05-26,0.0,364.6
2026-05-27,0.0,364.6
2026-05-28,0.0,364.6
2026-05-29,0.0,364.6
2026-05-30,0.0,364.6
2026-05-31,13.3,377.9
2026-06-01,14.9,392.8
2026-06-02,8.2,401.0
2026-06-03,7.3,408.3
2026-06-04,10.2,418.5
2026-06-05,3.7,422.2
2026-06-06,0.0,422.2
2026-06-07,2.4,424.6
2026-06-08,1.6,426.2
2026-06-09,14.8,441.0
2026-06-10,6.0,447.0
2026-06-11,1.9,448.9
2026-06-12,0.2,449.1
2026-06-13,0.2,449.3
2026-06-14,0.0,449.3
2026-06-15,0.0,449.3
2026-06-16,2.6,451.9
2026-06-17,0.8,452.7
2026-06-18,0.0,452.7
2026-06-19,0.1,452.8
2026-06-20,0.0,452.8
2026-06-21,0.3,453.1
2026-06-22,0.0,453.1
2026-06-23,0.6,453.7
2026-06-24,0.0,453.7
2026-06-25,0.0,453.7
2026-06-26,0.0,453.7
2026-06-27,0.0,453.7
2026-06-28,0.0,453.7
2026-06-29,0.6,454.3
2026-06-30,2.3,456.6
2026-07-01,8.5,465.1
2026-07-02,0.0,465.1
2026-07-03,6.0,471.1
2026-07-04,0.0,471.1
2026-07-05,0.0,471.1
2026-07-06,0.0,471.1
2026-07-07,0.0,471.1
2026-07-08,0.4,471.5
2026-07-09,0.0,471.5
2026-07-10,0.0,471.5
2026-07-11,0.0,471.5
2026-07-12,0.0,471.5
2026-07-13,0.2,471.7
2026-07-14,3.2,474.9
2026-07-15,9.7,484.6
2026-07-16,3.1,487.7
2026-07-17,2.6,490.3
2026-07-18,8.7,499.0
2026-07-19,2.4,501.4
2026-07-20,0.0,501.4
2026-07-21,0.0,501.4
2026-07-22,0.0,501.4
2026-07-23,0.0,501.4
2026-07-24,0.0,501.4
2026-07-25,0.9,502.3
2026-07-26,18.0,520.3
2026-07-27,2.4,522.7
2026-07-28,0.0,522.7
2026-07-29,0.0,522.7
2026-07-30,0.0,522.7
2026-07-31,2.0,524.7
2026-08-01,6.8,531.5
2026-08-02,0.0,531.5
2026-08-03,0.4,531.9
2026-08-04,0.0,531.9
2026-08-05,1.2,533.1
2026-08-06,4.8,537.9
2026-08-07,0.0,537.9
2026-08-08,0.0,537.9
2026-08-09,0.0,537.9
2026-08-10,0.6,538.5
2026-08-11,0.0,538.5
