calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,23.53,18.8,28.58,403
2,Feb,24.0,19.9,29.0,361
3,Mar,23.9,19.21,28.9,372
4,Apr,23.52,18.65,27.85,336
5,May,19.75,14.9,26.3,341
6,Jun,18.18,12.4,23.32,330
7,Jul,19.77,13.4,25.7,341
8,Aug,22.25,15.6,28.7,341
9,Sep,18.4,13.3,24.32,230
