calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-8.3,-15.3,-2.58,209
2,Feb,-8.93,-16.16,-2.0,255
3,Mar,2.99,0.6,5.87,364
4,Apr,6.02,1.8,10.8,441
5,May,12.1,8.1,16.57,534
6,Jun,16.29,12.4,21.0,564
7,Jul,17.89,13.5,22.0,556
8,Aug,17.29,14.3,19.6,481
9,Sep,15.17,11.64,17.33,178
