date,daytime_temperature,daylight_hours_sampled
2026-01-01,28.75,11
2026-01-02,27.88,11
2026-01-03,28.24,11
2026-01-04,28.52,11
2026-01-05,28.02,11
2026-01-06,28.27,11
2026-01-07,27.61,11
2026-01-08,27.18,11
2026-01-09,27.71,11
2026-01-10,27.8,11
2026-01-11,28.58,11
2026-01-12,28.78,11
2026-01-13,28.92,11
2026-01-14,28.6,11
2026-01-15,28.37,11
2026-01-16,28.03,11
2026-01-17,28.76,11
2026-01-18,29.58,11
2026-01-19,28.51,11
2026-01-20,29.03,11
2026-01-21,28.97,11
2026-01-22,28.65,11
2026-01-23,28.42,11
2026-01-24,28.53,11
2026-01-25,28.27,11
2026-01-26,28.58,11
2026-01-27,29.38,11
2026-01-28,29.32,11
2026-01-29,28.54,11
2026-01-30,28.77,11
2026-01-31,27.42,11
2026-02-01,26.6,11
2026-02-02,27.77,11
2026-02-03,27.91,11
2026-02-04,27.02,11
2026-02-05,27.81,11
2026-02-06,28.56,11
2026-02-07,28.65,11
2026-02-08,28.53,11
2026-02-09,28.48,11
2026-02-10,28.25,11
2026-02-11,28.2,11
2026-02-12,28.43,11
2026-02-13,28.71,11
2026-02-14,28.78,11
2026-02-15,27.9,11
2026-02-16,28.95,11
2026-02-17,28.54,11
2026-02-18,28.37,11
2026-02-19,28.01,11
2026-02-20,27.59,11
2026-02-21,28.35,11
2026-02-22,28.95,11
2026-02-23,28.64,11
2026-02-24,28.43,11
2026-02-25,27.58,12
2026-02-26,27.75,12
2026-02-27,27.82,12
2026-02-28,28.13,12
2026-03-01,28.29,12
2026-03-02,29.22,12
2026-03-03,29.18,12
2026-03-04,28.29,12
2026-03-05,28.52,12
2026-03-06,29.38,12
2026-03-07,28.74,12
2026-03-08,29.17,12
2026-03-09,29.32,12
2026-03-10,29.22,12
2026-03-11,28.88,12
2026-03-12,28.63,12
2026-03-13,29.17,12
2026-03-14,28.55,12
2026-03-15,28.22,12
2026-03-16,27.62,12
2026-03-17,28.86,12
2026-03-18,29.2,12
2026-03-19,29.22,12
2026-03-20,28.22,12
2026-03-21,26.88,12
2026-03-22,28.07,12
2026-03-23,28.72,12
2026-03-24,29.02,12
2026-03-25,29.16,12
2026-03-26,29.13,12
2026-03-27,29.34,12
2026-03-28,29.9,12
2026-03-29,30.45,12
2026-03-30,30.73,12
2026-03-31,30.0,12
2026-04-01,29.55,12
2026-04-02,29.0,12
2026-04-03,28.96,12
2026-04-04,29.07,12
2026-04-05,29.83,12
2026-04-06,30.42,12
2026-04-07,29.86,12
2026-04-08,29.71,12
2026-04-09,30.09,12
2026-04-10,29.92,12
2026-04-11,30.96,12
2026-04-12,31.24,12
2026-04-13,31.51,12
2026-04-14,30.87,12
2026-04-15,29.88,12
2026-04-16,29.38,12
2026-04-17,29.67,12
2026-04-18,30.08,12
2026-04-19,30.43,12
2026-04-20,30.62,12
2026-04-21,30.57,12
2026-04-22,28.85,12
2026-04-23,29.51,12
2026-04-24,29.42,12
2026-04-25,29.37,12
2026-04-26,29.0,12
2026-04-27,29.35,12
2026-04-28,29.69,12
2026-04-29,29.62,12
2026-04-30,29.09,12
2026-05-01,29.28,12
2026-05-02,29.92,12
2026-05-03,30.28,13
2026-05-04,31.36,13
2026-05-05,31.42,13
2026-05-06,30.51,13
2026-05-07,30.04,13
2026-05-08,30.54,13
2026-05-09,30.49,13
2026-05-10,30.82,13
2026-05-11,30.98,13
2026-05-12,31.76,13
2026-05-13,31.78,13
2026-05-14,31.53,13
2026-05-15,31.29,13
2026-05-16,31.48,13
2026-05-17,31.45,13
2026-05-18,31.47,13
2026-05-19,31.78,13
2026-05-20,32.16,13
2026-05-21,30.68,13
2026-05-22,31.04,13
2026-05-23,31.46,13
2026-05-24,31.75,13
2026-05-25,31.42,13
2026-05-26,31.87,13
2026-05-27,30.42,13
2026-05-28,30.63,13
2026-05-29,29.84,13
2026-05-30,31.69,13
2026-05-31,29.18,13
2026-06-01,31.82,13
2026-06-02,31.97,13
2026-06-03,31.92,13
2026-06-04,30.36,13
2026-06-05,31.99,13
2026-06-06,27.42,13
2026-06-07,25.29,13
2026-06-08,25.16,13
2026-06-09,26.47,13
2026-06-10,29.71,13
2026-06-11,29.6,13
2026-06-12,30.05,13
2026-06-13,29.72,13
2026-06-14,30.22,13
2026-06-15,30.92,13
2026-06-16,30.38,13
2026-06-17,29.75,13
2026-06-18,28.07,13
2026-06-19,27.33,13
2026-06-20,28.35,13
2026-06-21,30.23,13
2026-06-22,30.88,13
2026-06-23,30.34,13
2026-06-24,30.8,13
2026-06-25,30.13,13
2026-06-26,31.28,13
2026-06-27,31.07,13
2026-06-28,31.98,13
2026-06-29,31.69,13
2026-06-30,30.73,13
2026-07-01,31.25,13
2026-07-02,32.3,13
2026-07-03,30.77,13
2026-07-04,31.52,13
2026-07-05,31.08,13
2026-07-06,29.21,13
2026-07-07,31.25,13
2026-07-08,31.58,13
2026-07-09,31.83,13
2026-07-10,32.05,13
2026-07-11,31.49,13
2026-07-12,28.42,13
2026-07-13,29.75,13
2026-07-14,30.71,13
2026-07-15,30.96,13
2026-07-16,29.98,13
2026-07-17,30.48,13
2026-07-18,30.28,13
2026-07-19,30.21,13
2026-07-20,31.1,13
2026-07-21,30.46,13
2026-07-22,29.76,13
2026-07-23,31.05,13
2026-07-24,30.54,13
2026-07-25,30.25,13
2026-07-26,28.63,13
