date,daytime_temperature,daylight_hours_sampled
2026-01-01,-9.3,6
2026-01-02,-4.15,6
2026-01-03,-7.37,6
2026-01-04,-13.07,6
2026-01-05,-18.78,6
2026-01-06,-5.45,6
2026-01-07,-7.4,6
2026-01-08,-15.1,6
2026-01-09,-14.55,6
2026-01-10,-9.65,6
2026-01-11,-6.52,6
2026-01-12,-6.22,6
2026-01-13,-6.2,6
2026-01-14,-5.17,6
2026-01-15,-5.85,6
2026-01-16,-2.25,6
2026-01-17,-2.53,6
2026-01-18,0.38,6
2026-01-19,-0.8,6
2026-01-20,-4.87,7
2026-01-21,-3.05,8
2026-01-22,-5.22,8
2026-01-23,-8.35,8
2026-01-24,-7.54,8
2026-01-25,-9.11,8
2026-01-26,-8.59,8
2026-01-27,-6.86,8
2026-01-28,-10.94,8
2026-01-29,-12.9,8
2026-01-30,-17.92,8
2026-01-31,-17.09,8
2026-02-01,-16.92,8
2026-02-02,-16.19,8
2026-02-03,-15.48,8
2026-02-04,-12.32,8
2026-02-05,-11.39,8
2026-02-06,-13.95,8
2026-02-07,-16.12,8
2026-02-08,-12.06,8
2026-02-09,-5.0,8
2026-02-10,-5.4,8
2026-02-11,-4.56,8
2026-02-12,-7.36,9
2026-02-13,-13.79,9
2026-02-14,-15.97,9
2026-02-15,-11.95,10
2026-02-16,-8.81,10
2026-02-17,-8.34,10
2026-02-18,-12.06,10
2026-02-19,-11.3,10
2026-02-20,-11.14,10
2026-02-21,-2.22,10
2026-02-22,-3.45,10
2026-02-23,-8.15,10
2026-02-24,-6.04,10
2026-02-25,-9.55,10
2026-02-26,-2.03,10
2026-02-27,2.17,10
2026-02-28,2.1,10
2026-03-01,1.03,10
2026-03-02,1.44,10
2026-03-03,-0.42,10
2026-03-04,2.27,10
2026-03-05,2.9,10
2026-03-06,-0.12,10
2026-03-07,2.37,11
2026-03-08,1.7,12
2026-03-09,2.05,12
2026-03-10,2.22,12
2026-03-11,2.38,12
2026-03-12,3.32,12
2026-03-13,4.07,12
2026-03-14,6.33,12
2026-03-15,5.55,12
2026-03-16,1.64,12
2026-03-17,2.75,12
2026-03-18,0.7,12
2026-03-19,2.57,12
2026-03-20,5.11,12
2026-03-21,3.8,12
2026-03-22,3.92,12
2026-03-23,3.77,12
2026-03-24,3.24,12
2026-03-25,5.39,12
2026-03-26,4.92,12
2026-03-27,4.41,12
2026-03-28,2.56,13
2026-03-29,2.75,13
2026-03-30,0.62,13
2026-03-31,5.36,14
2026-04-01,1.7,14
2026-04-02,3.07,14
2026-04-03,4.21,14
2026-04-04,2.98,14
2026-04-05,2.79,14
2026-04-06,2.91,14
2026-04-07,5.97,14
2026-04-08,4.3,14
2026-04-09,2.17,14
2026-04-10,3.84,14
2026-04-11,5.29,14
2026-04-12,5.59,14
2026-04-13,6.33,14
2026-04-14,8.0,14
2026-04-15,8.0,14
2026-04-16,8.66,14
2026-04-17,12.0,15
2026-04-18,6.64,15
2026-04-19,4.75,15
2026-04-20,7.81,15
2026-04-21,10.88,15
2026-04-22,9.25,15
2026-04-23,6.1,15
2026-04-24,8.72,16
2026-04-25,6.34,16
2026-04-26,4.51,16
2026-04-27,5.91,16
2026-04-28,4.76,16
2026-04-29,6.9,16
2026-04-30,8.51,16
2026-05-01,13.29,16
2026-05-02,12.09,16
2026-05-03,11.9,16
2026-05-04,9.38,16
2026-05-05,9.4,16
2026-05-06,7.29,16
2026-05-07,8.37,16
2026-05-08,9.95,17
2026-05-09,9.85,17
2026-05-10,9.79,17
2026-05-11,10.42,17
2026-05-12,11.13,17
2026-05-13,12.22,17
2026-05-14,8.94,17
2026-05-15,11.41,17
2026-05-16,12.35,17
2026-05-17,10.68,17
2026-05-18,14.0,18
2026-05-19,15.54,18
2026-05-20,11.37,18
2026-05-21,12.71,18
2026-05-22,13.77,18
2026-05-23,15.84,18
2026-05-24,16.34,18
2026-05-25,14.85,18
2026-05-26,13.64,18
2026-05-27,11.17,18
2026-05-28,13.06,18
2026-05-29,13.79,18
2026-05-30,17.46,18
2026-05-31,10.91,18
2026-06-01,12.29,18
2026-06-02,14.64,18
2026-06-03,15.35,18
2026-06-04,17.81,18
2026-06-05,16.49,18
2026-06-06,14.86,18
2026-06-07,14.37,19
2026-06-08,15.77,19
2026-06-09,16.65,19
2026-06-10,14.28,19
2026-06-11,13.39,19
2026-06-12,13.98,19
2026-06-13,12.63,19
2026-06-14,12.33,19
2026-06-15,13.61,19
2026-06-16,14.53,19
2026-06-17,14.48,19
2026-06-18,16.33,19
2026-06-19,17.34,19
2026-06-20,17.85,19
2026-06-21,19.86,19
2026-06-22,19.14,19
2026-06-23,17.25,19
2026-06-24,15.43,19
2026-06-25,16.59,19
2026-06-26,18.62,19
2026-06-27,20.66,19
2026-06-28,18.85,19
2026-06-29,20.14,19
2026-06-30,22.74,19
2026-07-01,20.33,19
2026-07-02,17.1,18
2026-07-03,16.38,18
2026-07-04,16.94,18
2026-07-05,15.86,18
2026-07-06,14.58,18
2026-07-07,13.07,18
2026-07-08,15.77,18
2026-07-09,16.44,18
2026-07-10,17.14,18
2026-07-11,21.92,18
2026-07-12,23.64,18
2026-07-13,20.11,18
2026-07-14,18.93,18
2026-07-15,22.33,18
2026-07-16,19.49,18
2026-07-17,20.58,18
2026-07-18,21.95,18
2026-07-19,17.71,18
2026-07-20,17.56,18
2026-07-21,12.79,18
2026-07-22,14.92,18
2026-07-23,15.34,18
2026-07-24,16.09,18
2026-07-25,17.09,18
2026-07-26,17.81,18
2026-07-27,17.89,18
2026-07-28,16.93,18
2026-07-29,19.01,17
2026-07-30,18.32,17
