calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,4.18,0.2,7.0,240
2,Feb,6.09,2.6,10.2,269
3,Mar,8.49,5.08,11.9,369
4,Apr,9.74,5.4,14.13,428
5,May,12.89,7.6,18.5,507
6,Jun,15.65,11.5,19.5,525
7,Jul,17.11,13.6,21.4,520
8,Aug,16.8,13.1,20.3,467
9,Sep,15.36,12.66,17.8,237
