calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,7.38,1.7,13.8,341
2,Feb,9.9,2.97,17.33,308
3,Mar,12.56,8.3,17.29,372
4,Apr,17.67,13.1,22.51,390
5,May,24.12,18.6,28.5,421
6,Jun,25.71,22.22,29.6,433
7,Jul,31.39,26.6,36.61,430
8,Aug,30.05,26.5,34.16,403
9,Sep,27.79,24.4,30.5,182
