date,precipitation_sum,accumulated_precipitation
2026-01-01,0.1,0.1
2026-01-02,0.2,0.3
2026-01-03,0.0,0.3
2026-01-04,0.2,0.5
2026-01-05,0.1,0.6
2026-01-06,0.0,0.6
2026-01-07,0.0,0.6
2026-01-08,0.4,1.0
2026-01-09,0.0,1.0
2026-01-10,0.0,1.0
2026-01-11,0.1,1.1
2026-01-12,1.1,2.2
2026-01-13,0.1,2.3
2026-01-14,0.9,3.2
2026-01-15,2.2,5.4
2026-01-16,0.0,5.4
2026-01-17,0.0,5.4
2026-01-18,1.1,6.5
2026-01-19,0.3,6.8
2026-01-20,4.2,11.0
2026-01-21,0.1,11.1
2026-01-22,1.1,12.2
2026-01-23,0.5,12.7
2026-01-24,0.4,13.1
2026-01-25,0.0,13.1
2026-01-26,3.5,16.6
2026-01-27,2.2,18.8
2026-01-28,1.6,20.4
2026-01-29,0.2,20.6
2026-01-30,1.2,21.8
2026-01-31,1.6,23.4
2026-02-01,0.4,23.8
2026-02-02,0.4,24.2
2026-02-03,0.0,24.2
2026-02-04,0.0,24.2
2026-02-05,3.0,27.2
2026-02-06,0.0,27.2
2026-02-07,0.0,27.2
2026-02-08,0.0,27.2
2026-02-09,0.0,27.2
2026-02-10,0.0,27.2
2026-02-11,0.0,27.2
2026-02-12,0.0,27.2
2026-02-13,0.0,27.2
2026-02-14,0.0,27.2
2026-02-15,0.0,27.2
2026-02-16,0.0,27.2
2026-02-17,0.1,27.3
2026-02-18,0.1,27.4
2026-02-19,0.0,27.4
2026-02-20,0.0,27.4
2026-02-21,0.0,27.4
2026-02-22,0.7,28.1
2026-02-23,0.0,28.1
2026-02-24,0.0,28.1
2026-02-25,0.0,28.1
2026-02-26,0.4,28.5
2026-02-27,0.0,28.5
2026-02-28,0.1,28.6
2026-03-01,16.9,45.5
2026-03-02,1.0,46.5
2026-03-03,3.4,49.9
2026-03-04,2.2,52.1
2026-03-05,2.8,54.9
2026-03-06,1.9,56.8
2026-03-07,0.5,57.3
2026-03-08,1.9,59.2
2026-03-09,1.1,60.3
2026-03-10,0.7,61.0
2026-03-11,1.6,62.6
2026-03-12,1.5,64.1
2026-03-13,2.2,66.3
2026-03-14,3.5,69.8
2026-03-15,4.5,74.3
2026-03-16,0.9,75.2
2026-03-17,15.4,90.6
2026-03-18,8.1,98.7
2026-03-19,11.3,110.0
2026-03-20,0.5,110.5
2026-03-21,0.1,110.6
2026-03-22,0.0,110.6
2026-03-23,0.0,110.6
2026-03-24,0.0,110.6
2026-03-25,0.0,110.6
2026-03-26,0.0,110.6
2026-03-27,2.7,113.3
2026-03-28,0.1,113.4
2026-03-29,0.0,113.4
2026-03-30,0.1,113.5
2026-03-31,1.5,115.0
2026-04-01,1.0,116.0
2026-04-02,0.0,116.0
2026-04-03,0.5,116.5
2026-04-04,0.8,117.3
2026-04-05,1.6,118.9
2026-04-06,0.0,118.9
2026-04-07,5.3,124.2
2026-04-08,9.2,133.4
2026-04-09,0.3,133.7
2026-04-10,0.7,134.4
2026-04-11,0.0,134.4
2026-04-12,0.2,134.6
2026-04-13,0.0,134.6
2026-04-14,0.0,134.6
2026-04-15,0.0,134.6
2026-04-16,0.0,134.6
2026-04-17,0.7,135.3
2026-04-18,1.8,137.1
2026-04-19,2.7,139.8
2026-04-20,0.1,139.9
2026-04-21,3.6,143.5
2026-04-22,0.4,143.9
2026-04-23,3.5,147.4
2026-04-24,3.0,150.4
2026-04-25,1.7,152.1
2026-04-26,0.0,152.1
2026-04-27,0.6,152.7
2026-04-28,1.5,154.2
2026-04-29,0.0,154.2
2026-04-30,0.0,154.2
2026-05-01,0.0,154.2
2026-05-02,0.0,154.2
2026-05-03,8.3,162.5
2026-05-04,1.5,164.0
2026-05-05,1.9,165.9
2026-05-06,2.3,168.2
2026-05-07,2.4,170.6
2026-05-08,2.4,173.0
2026-05-09,2.0,175.0
2026-05-10,1.7,176.7
2026-05-11,0.0,176.7
2026-05-12,1.7,178.4
2026-05-13,2.8,181.2
2026-05-14,2.9,184.1
2026-05-15,1.9,186.0
2026-05-16,4.1,190.1
2026-05-17,3.9,194.0
2026-05-18,5.8,199.8
2026-05-19,19.0,218.8
2026-05-20,5.6,224.4
2026-05-21,2.4,226.8
2026-05-22,11.3,238.1
2026-05-23,4.7,242.8
2026-05-24,4.9,247.7
2026-05-25,3.3,251.0
2026-05-26,7.6,258.6
2026-05-27,5.9,264.5
2026-05-28,12.1,276.6
2026-05-29,2.4,279.0
2026-05-30,6.3,285.3
2026-05-31,2.3,287.6
2026-06-01,1.8,289.4
2026-06-02,1.4,290.8
2026-06-03,19.8,310.6
2026-06-04,2.7,313.3
2026-06-05,0.8,314.1
2026-06-06,1.7,315.8
2026-06-07,3.8,319.6
2026-06-08,5.8,325.4
2026-06-09,5.3,330.7
2026-06-10,13.1,343.8
2026-06-11,2.1,345.9
2026-06-12,3.3,349.2
2026-06-13,4.7,353.9
2026-06-14,2.3,356.2
2026-06-15,4.3,360.5
2026-06-16,1.7,362.2
2026-06-17,1.0,363.2
2026-06-18,3.6,366.8
2026-06-19,2.2,369.0
2026-06-20,3.2,372.2
2026-06-21,0.7,372.9
2026-06-22,1.8,374.7
2026-06-23,0.2,374.9
2026-06-24,1.7,376.6
2026-06-25,1.0,377.6
2026-06-26,2.5,380.1
2026-06-27,1.6,381.7
2026-06-28,3.1,384.8
2026-06-29,2.6,387.4
2026-06-30,4.1,391.5
2026-07-01,0.6,392.1
2026-07-02,0.6,392.7
2026-07-03,1.9,394.6
2026-07-04,3.5,398.1
2026-07-05,2.7,400.8
2026-07-06,18.3,419.1
2026-07-07,2.3,421.4
2026-07-08,2.7,424.1
2026-07-09,5.1,429.2
2026-07-10,5.2,434.4
2026-07-11,4.2,438.6
2026-07-12,0.0,438.6
2026-07-13,0.0,438.6
2026-07-14,0.0,438.6
2026-07-15,0.2,438.8
2026-07-16,0.8,439.6
2026-07-17,0.5,440.1
2026-07-18,0.2,440.3
2026-07-19,5.7,446.0
2026-07-20,0.0,446.0
2026-07-21,1.9,447.9
2026-07-22,3.3,451.2
2026-07-23,3.2,454.4
2026-07-24,3.0,457.4
2026-07-25,2.7,460.1
2026-07-26,0.0,460.1
2026-07-27,1.7,461.8
2026-07-28,2.1,463.9
2026-07-29,1.0,464.9
2026-07-30,1.5,466.4
2026-07-31,3.5,469.9
2026-08-01,1.7,471.6
2026-08-02,1.9,473.5
2026-08-03,6.7,480.2
2026-08-04,0.5,480.7
2026-08-05,2.7,483.4
2026-08-06,4.0,487.4
2026-08-07,3.2,490.6
2026-08-08,5.0,495.6
2026-08-09,1.9,497.5
2026-08-10,0.3,497.8
2026-08-11,0.0,497.8
2026-08-12,0.6,498.4
2026-08-13,0.7,499.1
2026-08-14,3.3,502.4
2026-08-15,0.8,503.2
2026-08-16,0.0,503.2
2026-08-17,0.0,503.2
2026-08-18,0.0,503.2
2026-08-19,0.0,503.2
2026-08-20,0.1,503.3
2026-08-21,0.1,503.4
2026-08-22,1.4,504.8
2026-08-23,0.0,504.8
2026-08-24,0.6,505.4
