calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,28.77,26.68,30.5,349
2,Feb,29.25,27.3,30.9,311
3,Mar,29.65,27.6,31.4,372
4,Apr,29.41,27.4,31.2,360
5,May,28.76,26.51,30.6,372
6,Jun,27.48,25.5,29.4,383
7,Jul,26.69,25.3,27.9,403
8,Aug,26.51,25.27,27.7,388
9,Sep,26.97,25.6,28.2,300
