calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,15.04,8.7,20.6,341
2,Feb,22.35,14.77,28.9,308
3,Mar,27.65,19.9,34.4,372
4,Apr,32.23,23.2,40.2,390
5,May,34.66,27.08,42.52,419
6,Jun,34.57,28.89,40.01,420
7,Jul,31.49,27.2,36.0,412
8,Aug,30.61,27.2,33.8,403
9,Sep,30.37,26.37,33.83,288
