calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,22.68,19.9,26.45,356
2,Feb,24.8,20.3,30.65,336
3,Mar,22.23,19.8,24.6,372
4,Apr,23.95,20.5,28.69,382
5,May,24.6,21.7,28.1,403
6,Jun,26.85,24.2,29.5,390
7,Jul,28.77,26.52,30.8,403
8,Aug,29.63,27.5,31.6,403
9,Sep,30.08,27.98,32.4,169
