date,precipitation_sum,accumulated_precipitation
2026-01-01,3.4,3.4
2026-01-02,0.9,4.3
2026-01-03,0.8,5.1
2026-01-04,0.0,5.1
2026-01-05,0.1,5.2
2026-01-06,0.0,5.2
2026-01-07,5.2,10.4
2026-01-08,8.2,18.6
2026-01-09,2.4,21.0
2026-01-10,0.0,21.0
2026-01-11,1.7,22.7
2026-01-12,3.7,26.4
2026-01-13,19.8,46.2
2026-01-14,0.8,47.0
2026-01-15,18.7,65.7
2026-01-16,6.8,72.5
2026-01-17,0.8,73.3
2026-01-18,0.0,73.3
2026-01-19,0.0,73.3
2026-01-20,15.9,89.2
2026-01-21,33.5,122.7
2026-01-22,32.0,154.7
2026-01-23,21.0,175.7
2026-01-24,22.1,197.8
2026-01-25,14.4,212.2
2026-01-26,30.4,242.6
2026-01-27,46.4,289.0
2026-01-28,35.2,324.2
2026-01-29,28.4,352.6
2026-01-30,18.8,371.4
2026-01-31,1.5,372.9
2026-02-01,34.0,406.9
2026-02-02,41.7,448.6
2026-02-03,27.0,475.6
2026-02-04,9.2,484.8
2026-02-05,61.4,546.2
2026-02-06,42.6,588.8
2026-02-07,37.8,626.6
2026-02-08,6.8,633.4
2026-02-09,17.7,651.1
2026-02-10,44.5,695.6
2026-02-11,30.5,726.1
2026-02-12,8.7,734.8
2026-02-13,27.6,762.4
2026-02-14,0.0,762.4
2026-02-15,6.5,768.9
2026-02-16,5.2,774.1
2026-02-17,6.7,780.8
2026-02-18,10.6,791.4
2026-02-19,0.3,791.7
2026-02-20,0.0,791.7
2026-02-21,0.0,791.7
2026-02-22,0.0,791.7
2026-02-23,0.0,791.7
2026-02-24,0.0,791.7
2026-02-25,5.7,797.4
2026-02-26,0.0,797.4
2026-02-27,2.7,800.1
2026-02-28,0.0,800.1
2026-03-01,0.0,800.1
2026-03-02,5.5,805.6
2026-03-03,0.7,806.3
2026-03-04,0.0,806.3
2026-03-05,3.7,810.0
2026-03-06,0.0,810.0
2026-03-07,0.0,810.0
2026-03-08,0.0,810.0
2026-03-09,6.5,816.5
2026-03-10,0.0,816.5
2026-03-11,0.0,816.5
2026-03-12,0.0,816.5
2026-03-13,3.8,820.3
2026-03-14,7.5,827.8
2026-03-15,0.0,827.8
2026-03-16,0.0,827.8
2026-03-17,0.0,827.8
2026-03-18,1.9,829.7
2026-03-19,0.1,829.8
2026-03-20,11.0,840.8
2026-03-21,0.1,840.9
2026-03-22,0.0,840.9
2026-03-23,0.0,840.9
2026-03-24,0.0,840.9
2026-03-25,0.0,840.9
2026-03-26,0.0,840.9
2026-03-27,0.0,840.9
2026-03-28,0.0,840.9
2026-03-29,0.0,840.9
2026-03-30,0.0,840.9
2026-03-31,0.0,840.9
2026-04-01,0.0,840.9
2026-04-02,0.0,840.9
2026-04-03,0.0,840.9
2026-04-04,0.0,840.9
2026-04-05,0.0,840.9
2026-04-06,7.3,848.2
2026-04-07,9.6,857.8
2026-04-08,1.0,858.8
2026-04-09,0.0,858.8
2026-04-10,0.0,858.8
2026-04-11,0.0,858.8
2026-04-12,0.0,858.8
2026-04-13,3.0,861.8
2026-04-14,1.8,863.6
2026-04-15,0.4,864.0
2026-04-16,0.0,864.0
2026-04-17,0.0,864.0
2026-04-18,0.0,864.0
2026-04-19,0.0,864.0
2026-04-20,0.0,864.0
2026-04-21,9.0,873.0
2026-04-22,0.4,873.4
2026-04-23,0.0,873.4
2026-04-24,0.0,873.4
2026-04-25,0.0,873.4
2026-04-26,0.0,873.4
2026-04-27,0.0,873.4
2026-04-28,0.2,873.6
2026-04-29,13.5,887.1
2026-04-30,1.9,889.0
2026-05-01,0.0,889.0
2026-05-02,13.6,902.6
2026-05-03,4.2,906.8
2026-05-04,1.0,907.8
2026-05-05,1.4,909.2
2026-05-06,0.3,909.5
2026-05-07,0.2,909.7
2026-05-08,1.5,911.2
2026-05-09,15.3,926.5
2026-05-10,10.5,937.0
2026-05-11,25.9,962.9
2026-05-12,0.5,963.4
2026-05-13,0.5,963.9
2026-05-14,0.0,963.9
2026-05-15,0.8,964.7
2026-05-16,0.0,964.7
2026-05-17,0.7,965.4
2026-05-18,0.0,965.4
2026-05-19,1.9,967.3
2026-05-20,0.0,967.3
2026-05-21,0.0,967.3
2026-05-22,0.0,967.3
2026-05-23,1.4,968.7
2026-05-24,0.6,969.3
2026-05-25,0.0,969.3
2026-05-26,0.0,969.3
2026-05-27,0.0,969.3
2026-05-28,0.0,969.3
2026-05-29,0.0,969.3
2026-05-30,0.0,969.3
2026-05-31,0.0,969.3
2026-06-01,0.2,969.5
2026-06-02,0.4,969.9
2026-06-03,1.9,971.8
2026-06-04,1.0,972.8
2026-06-05,0.0,972.8
2026-06-06,0.6,973.4
2026-06-07,0.0,973.4
2026-06-08,0.0,973.4
2026-06-09,0.0,973.4
2026-06-10,0.0,973.4
2026-06-11,0.0,973.4
2026-06-12,0.0,973.4
2026-06-13,0.0,973.4
2026-06-14,3.2,976.6
2026-06-15,0.2,976.8
2026-06-16,0.0,976.8
2026-06-17,0.0,976.8
2026-06-18,0.0,976.8
2026-06-19,0.0,976.8
2026-06-20,0.0,976.8
2026-06-21,0.0,976.8
2026-06-22,0.0,976.8
2026-06-23,2.6,979.4
2026-06-24,0.4,979.8
2026-06-25,12.3,992.1
2026-06-26,2.7,994.8
2026-06-27,0.0,994.8
2026-06-28,0.1,994.9
2026-06-29,0.0,994.9
2026-06-30,0.0,994.9
2026-07-01,0.0,994.9
2026-07-02,0.0,994.9
2026-07-03,0.0,994.9
2026-07-04,0.0,994.9
2026-07-05,0.0,994.9
2026-07-06,0.0,994.9
2026-07-07,0.0,994.9
2026-07-08,0.0,994.9
2026-07-09,0.0,994.9
2026-07-10,0.1,995.0
2026-07-11,0.0,995.0
2026-07-12,0.0,995.0
2026-07-13,0.2,995.2
2026-07-14,0.2,995.4
2026-07-15,0.0,995.4
2026-07-16,0.1,995.5
2026-07-17,0.0,995.5
2026-07-18,0.0,995.5
2026-07-19,0.0,995.5
2026-07-20,0.7,996.2
2026-07-21,0.0,996.2
2026-07-22,0.0,996.2
2026-07-23,0.0,996.2
2026-07-24,3.9,1000.1
2026-07-25,0.5,1000.6
2026-07-26,0.0,1000.6
2026-07-27,0.0,1000.6
2026-07-28,0.0,1000.6
2026-07-29,0.0,1000.6
2026-07-30,0.0,1000.6
2026-07-31,0.0,1000.6
2026-08-01,0.0,1000.6
2026-08-02,0.1,1000.7
2026-08-03,0.6,1001.3
2026-08-04,3.1,1004.4
2026-08-05,0.0,1004.4
2026-08-06,0.0,1004.4
2026-08-07,0.0,1004.4
2026-08-08,0.7,1005.1
2026-08-09,0.2,1005.3
2026-08-10,0.0,1005.3
2026-08-11,0.0,1005.3
2026-08-12,0.0,1005.3
2026-08-13,0.0,1005.3
2026-08-14,0.0,1005.3
2026-08-15,0.0,1005.3
2026-08-16,0.0,1005.3
2026-08-17,0.0,1005.3
2026-08-18,0.0,1005.3
2026-08-19,0.1,1005.4
2026-08-20,0.0,1005.4
2026-08-21,0.0,1005.4
2026-08-22,0.0,1005.4
2026-08-23,2.3,1007.7
2026-08-24,20.4,1028.1
2026-08-25,2.9,1031.0
2026-08-26,27.5,1058.5
2026-08-27,17.7,1076.2
2026-08-28,0.4,1076.6
2026-08-29,0.0,1076.6
2026-08-30,0.2,1076.8
2026-08-31,0.0,1076.8
2026-09-01,0.0,1076.8
2026-09-02,0.0,1076.8
2026-09-03,0.0,1076.8
2026-09-04,0.0,1076.8
2026-09-05,0.8,1077.6
2026-09-06,0.0,1077.6
2026-09-07,0.0,1077.6
2026-09-08,3.5,1081.1
2026-09-09,0.0,1081.1
2026-09-10,0.0,1081.1
2026-09-11,0.0,1081.1
2026-09-12,0.0,1081.1
2026-09-13,0.0,1081.1
2026-09-14,0.0,1081.1
2026-09-15,0.0,1081.1
2026-09-16,0.0,1081.1
2026-09-17,0.0,1081.1
2026-09-18,0.0,1081.1
2026-09-19,0.0,1081.1
2026-09-20,0.0,1081.1
