date,daytime_temperature,daylight_hours_sampled
2026-01-01,15.68,12
2026-01-02,15.02,12
2026-01-03,15.23,12
2026-01-04,14.85,12
2026-01-05,14.56,12
2026-01-06,13.67,12
2026-01-07,14.68,12
2026-01-08,14.59,12
2026-01-09,13.42,12
2026-01-10,13.8,12
2026-01-11,13.42,12
2026-01-12,13.64,12
2026-01-13,13.85,12
2026-01-14,13.97,12
2026-01-15,13.78,12
2026-01-16,15.13,12
2026-01-17,15.56,12
2026-01-18,16.08,12
2026-01-19,15.67,12
2026-01-20,15.09,12
2026-01-21,14.93,12
2026-01-22,12.5,12
2026-01-23,14.05,12
2026-01-24,14.43,12
2026-01-25,14.09,12
2026-01-26,13.51,12
2026-01-27,13.48,12
2026-01-28,13.92,12
2026-01-29,13.5,12
2026-01-30,15.12,12
2026-01-31,14.1,12
2026-02-01,12.94,12
2026-02-02,13.21,12
2026-02-03,14.08,12
2026-02-04,13.8,12
2026-02-05,14.69,12
2026-02-06,13.75,12
2026-02-07,12.88,12
2026-02-08,14.77,12
2026-02-09,15.32,12
2026-02-10,14.81,12
2026-02-11,14.58,12
2026-02-12,14.76,12
2026-02-13,13.41,12
2026-02-14,13.82,12
2026-02-15,13.54,12
2026-02-16,13.52,12
2026-02-17,13.75,12
2026-02-18,13.88,12
2026-02-19,13.67,12
2026-02-20,14.94,12
2026-02-21,13.98,12
2026-02-22,14.25,12
2026-02-23,13.44,12
2026-02-24,13.3,12
2026-02-25,12.02,12
2026-02-26,15.03,12
2026-02-27,15.43,12
2026-02-28,16.06,12
2026-03-01,16.91,12
2026-03-02,16.15,12
2026-03-03,15.82,12
2026-03-04,14.81,12
2026-03-05,14.1,12
2026-03-06,14.22,12
2026-03-07,15.38,12
2026-03-08,14.86,12
2026-03-09,14.11,12
2026-03-10,14.58,12
2026-03-11,13.92,12
2026-03-12,14.09,12
2026-03-13,15.12,12
2026-03-14,14.9,12
2026-03-15,16.37,12
2026-03-16,17.28,12
2026-03-17,14.86,12
2026-03-18,14.72,12
2026-03-19,15.26,12
2026-03-20,15.1,12
2026-03-21,15.16,12
2026-03-22,15.55,12
2026-03-23,14.71,12
2026-03-24,14.68,12
2026-03-25,13.45,12
2026-03-26,14.79,12
2026-03-27,14.23,12
2026-03-28,15.48,12
2026-03-29,15.81,12
2026-03-30,13.93,12
2026-03-31,14.88,12
2026-04-01,15.44,12
2026-04-02,14.81,12
2026-04-03,15.34,12
2026-04-04,16.58,12
2026-04-05,15.16,12
2026-04-06,15.49,12
2026-04-07,15.46,12
2026-04-08,15.72,12
2026-04-09,16.17,12
2026-04-10,16.4,12
2026-04-11,16.12,12
2026-04-12,17.03,12
2026-04-13,15.5,12
2026-04-14,15.55,12
2026-04-15,14.25,12
2026-04-16,13.72,12
2026-04-17,13.27,12
2026-04-18,14.52,12
2026-04-19,14.26,12
2026-04-20,13.99,12
2026-04-21,13.63,12
2026-04-22,14.49,12
2026-04-23,13.93,12
2026-04-24,14.27,12
2026-04-25,15.27,12
2026-04-26,14.67,12
2026-04-27,14.18,12
2026-04-28,15.15,12
2026-04-29,15.95,12
2026-04-30,16.6,12
2026-05-01,14.57,12
2026-05-02,15.13,12
2026-05-03,14.3,12
2026-05-04,15.15,12
2026-05-05,15.61,12
2026-05-06,15.9,12
2026-05-07,15.35,12
2026-05-08,15.7,12
2026-05-09,17.16,12
2026-05-10,16.21,12
2026-05-11,14.69,12
2026-05-12,15.29,12
2026-05-13,15.69,12
2026-05-14,16.23,12
2026-05-15,17.25,12
2026-05-16,15.18,12
2026-05-17,14.57,12
2026-05-18,15.61,12
2026-05-19,16.79,12
2026-05-20,17.18,12
2026-05-21,15.12,12
2026-05-22,16.94,12
2026-05-23,16.56,12
2026-05-24,18.17,12
2026-05-25,17.26,12
2026-05-26,17.91,12
2026-05-27,18.03,12
2026-05-28,16.8,12
2026-05-29,16.38,12
2026-05-30,15.32,12
2026-05-31,16.46,12
2026-06-01,17.45,12
2026-06-02,16.85,12
2026-06-03,15.63,12
2026-06-04,14.34,12
2026-06-05,14.48,12
2026-06-06,13.85,12
2026-06-07,13.75,12
2026-06-08,14.49,12
2026-06-09,13.51,12
2026-06-10,16.85,12
2026-06-11,16.68,12
2026-06-12,16.62,12
2026-06-13,15.42,12
2026-06-14,14.96,12
2026-06-15,15.58,12
2026-06-16,14.68,12
2026-06-17,15.4,12
2026-06-18,14.68,12
2026-06-19,15.61,12
2026-06-20,15.55,12
2026-06-21,15.4,12
2026-06-22,15.6,12
2026-06-23,14.16,12
2026-06-24,16.32,12
2026-06-25,16.15,12
2026-06-26,15.81,12
2026-06-27,15.22,12
2026-06-28,15.94,12
2026-06-29,16.22,12
2026-06-30,17.07,12
2026-07-01,15.52,12
2026-07-02,16.47,12
2026-07-03,15.21,12
2026-07-04,16.3,12
2026-07-05,17.68,12
2026-07-06,17.64,12
2026-07-07,17.88,12
2026-07-08,17.53,12
2026-07-09,16.62,12
2026-07-10,16.76,12
2026-07-11,16.1,12
2026-07-12,15.0,12
2026-07-13,16.81,12
2026-07-14,17.76,12
2026-07-15,17.95,12
2026-07-16,18.03,12
2026-07-17,16.71,12
2026-07-18,17.2,12
2026-07-19,15.19,12
2026-07-20,15.75,12
2026-07-21,17.03,12
