calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-2.15,-7.58,3.02,309
2,Feb,3.92,-2.8,10.9,291
3,Mar,10.17,1.31,19.4,372
4,Apr,17.48,10.77,24.0,398
5,May,23.44,17.6,31.41,450
6,Jun,26.01,20.05,32.5,450
7,Jul,29.32,24.8,34.4,451
8,Aug,28.59,23.2,34.45,426
9,Sep,26.04,19.66,31.2,234
