calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,12.44,8.2,15.9,310
2,Feb,13.67,9.3,18.4,298
3,Mar,18.55,13.0,25.56,375
4,Apr,15.41,12.2,18.91,390
5,May,15.71,12.7,18.8,451
6,Jun,16.46,13.4,19.6,450
7,Jul,16.36,13.47,19.5,448
8,Aug,17.09,14.9,19.5,419
9,Sep,19.49,15.78,23.26,169
