date,daytime_temperature,daylight_hours_sampled
2026-01-01,2.33,9
2026-01-02,3.8,9
2026-01-03,1.58,9
2026-01-04,0.29,9
2026-01-05,-3.71,9
2026-01-06,-2.53,9
2026-01-07,-2.71,9
2026-01-08,-3.47,9
2026-01-09,-5.14,9
2026-01-10,-2.27,9
2026-01-11,-3.42,9
2026-01-12,-4.38,9
2026-01-13,1.58,9
2026-01-14,-1.69,9
2026-01-15,-1.59,9
2026-01-16,-0.18,9
2026-01-17,1.47,9
2026-01-18,-0.0,9
2026-01-19,-3.83,9
2026-01-20,-5.0,9
2026-01-21,-4.96,9
2026-01-22,-4.41,9
2026-01-23,-2.96,9
2026-01-24,-0.16,9
2026-01-25,1.8,9
2026-01-26,2.63,9
2026-01-27,2.91,9
2026-01-28,1.39,9
2026-01-29,1.74,9
2026-01-30,1.82,9
2026-01-31,1.41,9
2026-02-01,-2.17,9
2026-02-02,0.44,9
2026-02-03,-0.23,9
2026-02-04,1.17,9
2026-02-05,4.09,10
2026-02-06,5.08,10
2026-02-07,6.8,10
2026-02-08,6.35,10
2026-02-09,3.92,10
2026-02-10,4.31,10
2026-02-11,5.09,10
2026-02-12,6.92,10
2026-02-13,9.44,10
2026-02-14,6.87,10
2026-02-15,0.03,10
2026-02-16,-0.82,11
2026-02-17,3.88,11
2026-02-18,4.25,11
2026-02-19,0.51,11
2026-02-20,-1.48,11
2026-02-21,0.86,11
2026-02-22,7.49,11
2026-02-23,11.36,11
2026-02-24,8.47,11
2026-02-25,9.81,11
2026-02-26,6.58,11
2026-02-27,6.71,11
2026-02-28,8.99,11
2026-03-01,9.33,11
2026-03-02,9.25,11
2026-03-03,9.08,11
2026-03-04,8.44,11
2026-03-05,9.87,11
2026-03-06,10.39,11
2026-03-07,11.4,11
2026-03-08,10.99,11
2026-03-09,11.77,11
2026-03-10,11.34,11
2026-03-11,11.55,11
2026-03-12,11.98,11
2026-03-13,12.89,11
2026-03-14,13.91,11
2026-03-15,10.69,11
2026-03-16,8.92,12
2026-03-17,6.86,12
2026-03-18,11.58,12
2026-03-19,9.64,13
2026-03-20,10.09,13
2026-03-21,9.82,13
2026-03-22,9.7,13
2026-03-23,10.72,13
2026-03-24,13.07,13
2026-03-25,13.58,13
2026-03-26,4.55,13
2026-03-27,4.69,13
2026-03-28,4.02,13
2026-03-29,5.28,13
2026-03-30,7.35,13
2026-03-31,6.11,13
2026-04-01,8.28,13
2026-04-02,7.85,13
2026-04-03,11.58,13
2026-04-04,12.03,13
2026-04-05,18.7,13
2026-04-06,15.71,13
2026-04-07,13.72,13
2026-04-08,10.82,13
2026-04-09,10.9,13
2026-04-10,3.55,13
2026-04-11,10.26,13
2026-04-12,11.75,13
2026-04-13,13.92,13
2026-04-14,12.88,13
2026-04-15,14.65,13
2026-04-16,16.05,13
2026-04-17,18.64,13
2026-04-18,16.38,14
2026-04-19,16.54,14
2026-04-20,12.83,14
2026-04-21,9.31,14
2026-04-22,11.74,14
2026-04-23,14.87,14
2026-04-24,17.36,14
2026-04-25,18.4,14
2026-04-26,14.33,15
2026-04-27,15.05,15
2026-04-28,15.77,15
2026-04-29,12.8,15
2026-04-30,10.68,15
2026-05-01,15.51,15
2026-05-02,19.9,15
2026-05-03,20.19,15
2026-05-04,22.58,15
2026-05-05,21.83,15
2026-05-06,22.19,15
2026-05-07,18.23,15
2026-05-08,18.15,15
2026-05-09,17.28,15
2026-05-10,18.53,15
2026-05-11,18.55,15
2026-05-12,10.57,15
2026-05-13,13.77,15
2026-05-14,13.53,15
2026-05-15,12.33,15
2026-05-16,10.85,15
2026-05-17,13.2,15
2026-05-18,15.3,15
2026-05-19,17.9,15
2026-05-20,19.03,15
2026-05-21,19.63,15
2026-05-22,20.15,15
2026-05-23,22.57,15
2026-05-24,25.47,15
2026-05-25,26.45,15
2026-05-26,27.13,15
2026-05-27,27.19,15
2026-05-28,21.47,15
2026-05-29,22.32,15
2026-05-30,23.29,15
2026-05-31,21.47,16
2026-06-01,18.22,16
2026-06-02,21.43,16
2026-06-03,16.14,16
2026-06-04,20.95,16
2026-06-05,15.66,16
2026-06-06,20.3,16
2026-06-07,22.81,16
2026-06-08,23.93,16
2026-06-09,22.5,16
2026-06-10,15.92,16
2026-06-11,15.51,16
2026-06-12,16.18,16
2026-06-13,20.41,16
2026-06-14,19.63,16
2026-06-15,19.68,16
2026-06-16,21.66,16
2026-06-17,24.09,16
2026-06-18,26.84,16
2026-06-19,28.94,16
