calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,17.31,9.3,23.3,341
2,Feb,20.16,11.07,27.83,308
3,Mar,19.72,10.51,25.99,372
4,Apr,23.77,15.1,30.29,372
5,May,24.29,16.89,30.21,410
6,Jun,20.95,16.08,25.2,409
7,Jul,21.55,16.3,26.18,403
8,Aug,21.96,16.1,26.53,398
9,Sep,21.3,15.62,26.09,192
