calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,5.15,1.2,9.5,273
2,Feb,8.79,4.2,12.3,281
3,Mar,10.25,5.8,15.1,369
4,Apr,13.48,7.82,19.38,413
5,May,17.31,10.0,28.39,482
6,Jun,20.88,14.0,30.0,499
7,Jul,23.14,17.43,29.47,494
8,Aug,22.3,16.61,29.29,452
9,Sep,19.11,14.9,22.3,303
