calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,28.39,25.61,30.8,372
2,Feb,28.23,25.1,31.0,336
3,Mar,29.78,26.5,32.5,372
4,Apr,29.16,26.4,31.5,373
5,May,28.72,25.72,31.2,403
6,Jun,29.39,26.6,32.1,379
7,Jul,29.76,27.7,31.8,372
8,Aug,30.57,28.01,32.7,372
9,Sep,29.87,26.8,32.5,296
