calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,142.9,142.9,142.9,298.64,298.64,298.64,26.68,23.5,29.2,73.9,60.0,88.0,20.9,36.8
2,2,Feb,212.4,212.4,212.4,279.32,279.32,279.32,26.82,25.34,28.53,82.32,72.0,89.3,22.8,35.8
3,3,Mar,85.6,85.6,85.6,315.72,315.72,315.72,25.43,24.1,27.3,79.55,73.0,89.0,21.2,32.7
4,4,Apr,34.0,34.0,34.0,324.51,324.51,324.51,25.03,23.39,26.81,79.47,73.6,85.1,20.6,35.4
5,5,May,69.1,69.1,69.1,255.89,255.89,255.89,22.96,20.6,25.5,82.13,74.0,90.0,17.9,34.1
6,6,Jun,110.9,110.9,110.9,235.92,235.92,235.92,20.88,19.59,22.25,84.73,75.9,94.1,15.5,29.2
7,7,Jul,34.9,34.9,34.9,279.54,279.54,279.54,21.31,19.5,23.7,77.71,67.0,87.0,15.1,31.7
8,8,Aug,81.9,81.9,81.9,260.22,260.22,260.22,22.53,20.2,24.9,79.81,67.0,89.0,17.8,34.5
9,9,Sep,129.0,129.0,129.0,85.55,85.55,85.55,21.55,18.98,23.39,86.5,75.2,93.7,16.2,30.1
